Estado;Regiao;Municipio;Subsecao_Judiciaria TRF;Atuacao_DPU;DPU_Presencial;DPU_Remoto
MARANHAO;NORDESTE;TURIACU_MA;SAO LUIS;SIM;SIM;SIM
BAHIA;NORDESTE;MARAU_BA;ILHEUS;SIM;SIM;SIM
TOCANTINS;NORTE;LIZARDA_TO;PALMAS;SIM;SIM;SIM
PARAIBA;NORDESTE;SAO VICENTE DO SERIDO_PB;CAMPINA GRANDE;SIM;SIM;SIM
PIAUI;NORDESTE;AGRICOLANDIA_PI;TERESINA;SIM;SIM;SIM
RIO GRANDE DO NORTE;NORDESTE;LAGOA D'ANTA_RN;NATAL;SIM;SIM;SIM
PIAUI;NORDESTE;ALVORADA DO GURGUEIA_PI;SAO RAIMUNDO NONATO;SIM;SIM;SIM
ALAGOAS;NORDESTE;ESTRELA DE ALAGOAS_AL;ARAPIRACA;SIM;SIM;SIM
AMAZONAS;NORTE;BORBA_AM;MANAUS;SIM;SIM;SIM
ALAGOAS;NORDESTE;CRAIBAS_AL;ARAPIRACA;SIM;SIM;SIM
PIAUI;NORDESTE;CRISTALANDIA DO PIAUI_PI;CORRENTE;SIM;SIM;SIM
MARANHAO;NORDESTE;MATINHA_MA;SAO LUIS;SIM;SIM;SIM
PARAIBA;NORDESTE;JACARAU_PB;JOAO PESSOA;SIM;SIM;SIM
MARANHAO;NORDESTE;SAO LUIS GONZAGA DO MARANHAO_MA;BACABAL;SIM;SIM;SIM
MARANHAO;NORDESTE;AMAPA DO MARANHAO_MA;SAO LUIS;SIM;SIM;SIM
PARA;NORTE;LIMOEIRO DO AJURU_PA;PARA;SIM;SIM;SIM
BAHIA;NORDESTE;BOM JESUS DA SERRA_BA;VITORIA DA CONQUISTA;SIM;SIM;SIM
PIAUI;NORDESTE;SANTO ANTONIO DOS MILAGRES_PI;TERESINA;SIM;SIM;SIM
PIAUI;NORDESTE;PALMEIRAIS_PI;TERESINA;SIM;SIM;SIM
PARA;NORTE;MARACANA_PA;CASTANHAL;SIM;SIM;SIM
PARAIBA;NORDESTE;SAO JOSE DO BONFIM_PB;PATOS;SIM;SIM;SIM
BAHIA;NORDESTE;PRESIDENTE TANCREDO NEVES_BA;ITABUNA;SIM;SIM;SIM
MARANHAO;NORDESTE;CENTRO NOVO DO MARANHAO_MA;SAO LUIS;SIM;SIM;SIM
PARAIBA;NORDESTE;RIO TINTO_PB;JOAO PESSOA;SIM;SIM;SIM
AMAZONAS;NORTE;IPIXUNA_AM;MANAUS;SIM;SIM;SIM
ALAGOAS;NORDESTE;SAO JOSE DA TAPERA_AL;SANTANA DO IPANEMA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;MORRO DO PILAR_MG;BELO HORIZONTE;SIM;SIM;SIM
BAHIA;NORDESTE;MIRANTE_BA;VITORIA DA CONQUISTA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;SANTA FE DE MINAS_MG;MONTES CLAROS;SIM;SIM;SIM
MARANHAO;NORDESTE;JOSELANDIA_MA;SAO LUIS;SIM;SIM;SIM
MARANHAO;NORDESTE;BREJO DE AREIA_MA;BACABAL;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;CRISTALIA_MG;MONTES CLAROS;SIM;SIM;SIM
PARA;NORTE;IGARAPE-MIRI_PA;PARA;SIM;SIM;SIM
PARAIBA;NORDESTE;ALGODAO DE JANDAIRA_PB;CAMPINA GRANDE;SIM;SIM;SIM
PIAUI;NORDESTE;MILTON BRANDAO_PI;TERESINA;SIM;SIM;SIM
AMAPA;NORTE;SERRA DO NAVIO_AP;MACAPA;SIM;SIM;SIM
ALAGOAS;NORDESTE;POCO DAS TRINCHEIRAS_AL;SANTANA DO IPANEMA;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;DAMOLANDIA_GO;GOIANIA;SIM;SIM;SIM
PARA;NORTE;OBIDOS_PA;SANTAREM;SIM;SIM;SIM
PIAUI;NORDESTE;SAO JOAO DA CANABRAVA_PI;PICOS;SIM;SIM;SIM
PIAUI;NORDESTE;UNIAO_PI;TERESINA;SIM;SIM;SIM
ALAGOAS;NORDESTE;LAGOA DA CANOA_AL;ARAPIRACA;SIM;SIM;SIM
MARANHAO;NORDESTE;ICATU_MA;SAO LUIS;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;SANTA EFIGENIA DE MINAS_MG;GOVERNADOR VALADARES;SIM;SIM;SIM
MARANHAO;NORDESTE;MIRADOR_MA;BALSAS;SIM;SIM;SIM
ALAGOAS;NORDESTE;OLIVENCA_AL;SANTANA DO IPANEMA;SIM;SIM;SIM
ACRE;NORTE;CAPIXABA_AC;RIO BRANCO;SIM;SIM;SIM
PARAIBA;NORDESTE;DUAS ESTRADAS_PB;GUARABIRA;SIM;SIM;SIM
MARANHAO;NORDESTE;IGARAPE GRANDE_MA;BACABAL;SIM;SIM;SIM
ALAGOAS;NORDESTE;JACARE DOS HOMENS_AL;SANTANA DO IPANEMA;SIM;SIM;SIM
BAHIA;NORDESTE;ENCRUZILHADA_BA;VITORIA DA CONQUISTA;SIM;SIM;SIM
MARANHAO;NORDESTE;SAO JOAO DO CARU_MA;SAO LUIS;SIM;SIM;SIM
MARANHAO;NORDESTE;AGUA DOCE DO MARANHAO_MA;SAO LUIS;SIM;SIM;SIM
PARA;NORTE;SANTAREM NOVO_PA;CASTANHAL;SIM;SIM;SIM
CEARA;NORDESTE;SALITRE_CE;JUAZEIRO DO NORTE;SIM;SIM;SIM
AMAZONAS;NORTE;AMATURA_AM;TABATINGA;SIM;SIM;SIM
PIAUI;NORDESTE;CAMPO LARGO DO PIAUI_PI;TERESINA;SIM;SIM;SIM
MARANHAO;NORDESTE;BURITI_MA;SAO LUIS;SIM;SIM;SIM
PIAUI;NORDESTE;NOSSA SENHORA DE NAZARE_PI;TERESINA;SIM;SIM;SIM
PIAUI;NORDESTE;LANDRI SALES_PI;FLORIANO;SIM;SIM;SIM
PIAUI;NORDESTE;SAO GONCALO DO GURGUEIA_PI;CORRENTE;SIM;SIM;SIM
ALAGOAS;NORDESTE;PORTO CALVO_AL;MACEIO;SIM;SIM;SIM
ALAGOAS;NORDESTE;GIRAU DO PONCIANO_AL;ARAPIRACA;SIM;SIM;SIM
PIAUI;NORDESTE;CURRALINHOS_PI;TERESINA;SIM;SIM;SIM
ALAGOAS;NORDESTE;CHA PRETA_AL;UNIAO DOS PALMARES;SIM;SIM;SIM
MARANHAO;NORDESTE;ITINGA DO MARANHAO_MA;IMPERATRIZ;SIM;SIM;SIM
MARANHAO;NORDESTE;CAJAPIO_MA;SAO LUIS;SIM;SIM;SIM
PARAIBA;NORDESTE;CACHOEIRA DOS INDIOS_PB;SOUSA;SIM;SIM;SIM
PIAUI;NORDESTE;DOMINGOS MOURAO_PI;TERESINA;SIM;SIM;SIM
PARA;NORTE;CURUCA_PA;CASTANHAL;SIM;SIM;SIM
AMAZONAS;NORTE;CAREIRO_AM;MANAUS;SIM;SIM;SIM
PARA;NORTE;ACARA_PA;PARA;SIM;SIM;SIM
MARANHAO;NORDESTE;CENTRO DO GUILHERME_MA;SAO LUIS;SIM;SIM;SIM
PIAUI;NORDESTE;MIGUEL ALVES_PI;TERESINA;SIM;SIM;SIM
PARAIBA;NORDESTE;SAO JOSE DE PRINCESA_PB;PATOS;SIM;SIM;SIM
PIAUI;NORDESTE;PEDRO LAURENTINO_PI;SAO RAIMUNDO NONATO;SIM;SIM;SIM
AMAZONAS;NORTE;NHAMUNDA_AM;MANAUS;SIM;SIM;SIM
PIAUI;NORDESTE;LAGOA DO SITIO_PI;PICOS;SIM;SIM;SIM
ALAGOAS;NORDESTE;CARNEIROS_AL;SANTANA DO IPANEMA;SIM;SIM;SIM
MARANHAO;NORDESTE;APICUM-ACU_MA;SAO LUIS;SIM;SIM;SIM
BAHIA;NORDESTE;ANAGE_BA;VITORIA DA CONQUISTA;SIM;SIM;SIM
MARANHAO;NORDESTE;PIRAPEMAS_MA;SAO LUIS;SIM;SIM;SIM
CEARA;NORDESTE;MARCO_CE;SOBRAL;SIM;SIM;SIM
PARA;NORTE;CACHOEIRA DO PIRIA_PA;PARAGOMINAS;SIM;SIM;SIM
AMAZONAS;NORTE;CAAPIRANGA_AM;MANAUS;SIM;SIM;SIM
TOCANTINS;NORTE;CHAPADA DE AREIA_TO;PALMAS;SIM;SIM;SIM
PIAUI;NORDESTE;LAGOA DE SAO FRANCISCO_PI;TERESINA;SIM;SIM;SIM
PARAIBA;NORDESTE;GURINHEM_PB;JOAO PESSOA;SIM;SIM;SIM
PIAUI;NORDESTE;NOSSA SENHORA DOS REMEDIOS_PI;TERESINA;SIM;SIM;SIM
PARA;NORTE;SAO JOAO DA PONTA_PA;CASTANHAL;SIM;SIM;SIM
PARAIBA;NORDESTE;TENORIO_PB;CAMPINA GRANDE;SIM;SIM;SIM
ALAGOAS;NORDESTE;IBATEGUARA_AL;UNIAO DOS PALMARES;SIM;SIM;SIM
AMAZONAS;NORTE;ITAPIRANGA_AM;MANAUS;SIM;SIM;SIM
MATO GROSSO;CENTRO-OESTE;BARAO DE MELGACO_MT;MATO GROSSO;SIM;SIM;SIM
PIAUI;NORDESTE;SAO JOSE DO DIVINO_PI;PARNAIBA;SIM;SIM;SIM
PARAIBA;NORDESTE;NAZAREZINHO_PB;SOUSA;SIM;SIM;SIM
PARAIBA;NORDESTE;DAMIAO_PB;CAMPINA GRANDE;SIM;SIM;SIM
BAHIA;NORDESTE;PEDRAO_BA;FEIRA DE SANTANA;SIM;SIM;SIM
ALAGOAS;NORDESTE;JUNDIA_AL;UNIAO DOS PALMARES;SIM;SIM;SIM
AMAZONAS;NORTE;BARCELOS_AM;MANAUS;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;SAO PEDRO DO SUACUI_MG;GOVERNADOR VALADARES;SIM;SIM;SIM
PARAIBA;NORDESTE;CUITE DE MAMANGUAPE_PB;JOAO PESSOA;SIM;SIM;SIM
MARANHAO;NORDESTE;LORETO_MA;BALSAS;SIM;SIM;SIM
PARAIBA;NORDESTE;CATURITE_PB;CAMPINA GRANDE;SIM;SIM;SIM
PARAIBA;NORDESTE;COXIXOLA_PB;MONTEIRO;SIM;SIM;SIM
PARA;NORTE;CAMETA_PA;PARA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;BONITO DE MINAS_MG;MONTES CLAROS;SIM;SIM;SIM
PARANA;SUL;DIAMANTE DO SUL_PR;CASCAVEL;SIM;SIM;SIM
PARAIBA;NORDESTE;MAMANGUAPE_PB;JOAO PESSOA;SIM;SIM;SIM
CEARA;NORDESTE;ARARIPE_CE;JUAZEIRO DO NORTE;SIM;SIM;SIM
PERNAMBUCO;NORDESTE;SANTA MARIA DO CAMBUCA_PE;CARUARU;SIM;SIM;SIM
BAHIA;NORDESTE;GONGOGI_BA;ITABUNA;SIM;SIM;SIM
MARANHAO;NORDESTE;SAO DOMINGOS DO AZEITAO_MA;BALSAS;SIM;SIM;SIM
PIAUI;NORDESTE;SANTA ROSA DO PIAUI_PI;FLORIANO;SIM;SIM;SIM
PIAUI;NORDESTE;REGENERACAO_PI;FLORIANO;SIM;SIM;SIM
PARAIBA;NORDESTE;PEDRO REGIS_PB;JOAO PESSOA;SIM;SIM;SIM
MARANHAO;NORDESTE;TUTOIA_MA;SAO LUIS;SIM;SIM;SIM
MARANHAO;NORDESTE;AMARANTE DO MARANHAO_MA;IMPERATRIZ;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;PADRE CARVALHO_MG;MONTES CLAROS;SIM;SIM;SIM
AMAZONAS;NORTE;CODAJAS_AM;MANAUS;SIM;SIM;SIM
PIAUI;NORDESTE;CAMPO ALEGRE DO FIDALGO_PI;SAO RAIMUNDO NONATO;SIM;SIM;SIM
MARANHAO;NORDESTE;ALTO ALEGRE DO PINDARE_MA;SAO LUIS;SIM;SIM;SIM
PARAIBA;NORDESTE;POCO DANTAS_PB;SOUSA;SIM;SIM;SIM
PARAIBA;NORDESTE;CUBATI_PB;CAMPINA GRANDE;SIM;SIM;SIM
PARAIBA;NORDESTE;RIACHAO DO POCO_PB;JOAO PESSOA;SIM;SIM;SIM
PARAIBA;NORDESTE;RIACHAO_PB;GUARABIRA;SIM;SIM;SIM
PARAIBA;NORDESTE;SERRA REDONDA_PB;CAMPINA GRANDE;SIM;SIM;SIM
PARA;NORTE;SANTA LUZIA DO PARA_PA;PARAGOMINAS;SIM;SIM;SIM
RIO GRANDE DO NORTE;NORDESTE;LAGOA SALGADA_RN;NATAL;SIM;SIM;SIM
RIO GRANDE DO NORTE;NORDESTE;JUNDIA_RN;NATAL;SIM;SIM;SIM
ALAGOAS;NORDESTE;SANTA LUZIA DO NORTE_AL;MACEIO;SIM;SIM;SIM
PIAUI;NORDESTE;COIVARAS_PI;TERESINA;SIM;SIM;SIM
BAHIA;NORDESTE;ARACATU_BA;VITORIA DA CONQUISTA;SIM;SIM;SIM
CEARA;NORDESTE;ARATUBA_CE;FORTALEZA;SIM;SIM;SIM
PARA;NORTE;IRITUIA_PA;PARAGOMINAS;SIM;SIM;SIM
RIO GRANDE DO NORTE;NORDESTE;CAICARA DO RIO DO VENTO_RN;NATAL;SIM;SIM;SIM
MARANHAO;NORDESTE;MATA ROMA_MA;SAO LUIS;SIM;SIM;SIM
MARANHAO;NORDESTE;SUCUPIRA DO NORTE_MA;BALSAS;SIM;SIM;SIM
MARANHAO;NORDESTE;ALCANTARA_MA;SAO LUIS;SIM;SIM;SIM
PARAIBA;NORDESTE;MATO GROSSO_PB;SOUSA;SIM;SIM;SIM
PARAIBA;NORDESTE;LIVRAMENTO_PB;MONTEIRO;SIM;SIM;SIM
AMAPA;NORTE;OIAPOQUE_AP;OIAPOQUE;SIM;SIM;SIM
MARANHAO;NORDESTE;SAMBAIBA_MA;BALSAS;SIM;SIM;SIM
PIAUI;NORDESTE;JOCA MARQUES_PI;TERESINA;SIM;SIM;SIM
MARANHAO;NORDESTE;CARUTAPERA_MA;SAO LUIS;SIM;SIM;SIM
MARANHAO;NORDESTE;PERI MIRIM_MA;SAO LUIS;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;DIVINOLANDIA DE MINAS_MG;GOVERNADOR VALADARES;SIM;SIM;SIM
PARAIBA;NORDESTE;MANAIRA_PB;PATOS;SIM;SIM;SIM
AMAZONAS;NORTE;MANACAPURU_AM;MANAUS;SIM;SIM;SIM
RIO GRANDE DO NORTE;NORDESTE;SAO BENTO DO TRAIRI_RN;NATAL;SIM;SIM;SIM
BAHIA;NORDESTE;SANTA INES_BA;JEQUIE;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;CONEGO MARINHO_MG;MONTES CLAROS;SIM;SIM;SIM
PARA;NORTE;NOVO REPARTIMENTO_PA;TUCURUI;SIM;SIM;SIM
ALAGOAS;NORDESTE;DOIS RIACHOS_AL;SANTANA DO IPANEMA;SIM;SIM;SIM
PARA;NORTE;BREJO GRANDE DO ARAGUAIA_PA;MARABA;SIM;SIM;SIM
PARA;NORTE;ALMEIRIM_PA;SANTAREM;SIM;SIM;SIM
PIAUI;NORDESTE;ASSUNCAO DO PIAUI_PI;TERESINA;SIM;SIM;SIM
MATO GROSSO;CENTRO-OESTE;POCONE_MT;MATO GROSSO;SIM;SIM;SIM
PERNAMBUCO;NORDESTE;SANTA MARIA DA BOA VISTA_PE;PETROLINA;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;GUARAITA_GO;GOIANIA;SIM;SIM;SIM
MARANHAO;NORDESTE;SAO FRANCISCO DO BREJAO_MA;IMPERATRIZ;SIM;SIM;SIM
BAHIA;NORDESTE;MAETINGA_BA;VITORIA DA CONQUISTA;SIM;SIM;SIM
BAHIA;NORDESTE;BARRA DO ROCHA_BA;JEQUIE;SIM;SIM;SIM
PARA;NORTE;ITUPIRANGA_PA;MARABA;SIM;SIM;SIM
PIAUI;NORDESTE;GILBUES_PI;CORRENTE;SIM;SIM;SIM
BAHIA;NORDESTE;IBIQUERA_BA;JEQUIE;SIM;SIM;SIM
BAHIA;NORDESTE;CABACEIRAS DO PARAGUACU_BA;FEIRA DE SANTANA;SIM;SIM;SIM
PIAUI;NORDESTE;PARNAGUA_PI;CORRENTE;SIM;SIM;SIM
BAHIA;NORDESTE;NILO PECANHA_BA;ILHEUS;SIM;SIM;SIM
RIO GRANDE DO NORTE;NORDESTE;VERA CRUZ_RN;NATAL;SIM;SIM;SIM
PARAIBA;NORDESTE;SAO FRANCISCO_PB;SOUSA;SIM;SIM;SIM
BAHIA;NORDESTE;LAMARAO_BA;FEIRA DE SANTANA;SIM;SIM;SIM
BAHIA;NORDESTE;PAU BRASIL_BA;ITABUNA;SIM;SIM;SIM
PARAIBA;NORDESTE;LUCENA_PB;JOAO PESSOA;SIM;SIM;SIM
PERNAMBUCO;NORDESTE;FREI MIGUELINHO_PE;CARUARU;SIM;SIM;SIM
CEARA;NORDESTE;MARTINOPOLE_CE;SOBRAL;SIM;SIM;SIM
PARAIBA;NORDESTE;MATINHAS_PB;CAMPINA GRANDE;SIM;SIM;SIM
PARA;NORTE;ELDORADO DO CARAJAS_PA;MARABA;SIM;SIM;SIM
TOCANTINS;NORTE;RIO SONO_TO;PALMAS;SIM;SIM;SIM
PARAIBA;NORDESTE;ASSUNCAO_PB;CAMPINA GRANDE;SIM;SIM;SIM
BAHIA;NORDESTE;BOA NOVA_BA;VITORIA DA CONQUISTA;SIM;SIM;SIM
PARAIBA;NORDESTE;JUAREZ TAVORA_PB;CAMPINA GRANDE;SIM;SIM;SIM
PARA;NORTE;ABAETETUBA_PA;PARA;SIM;SIM;SIM
CEARA;NORDESTE;GRANJEIRO_CE;JUAZEIRO DO NORTE;SIM;SIM;SIM
PIAUI;NORDESTE;SAO JOAO DO ARRAIAL_PI;TERESINA;SIM;SIM;SIM
CEARA;NORDESTE;CARIRIACU_CE;JUAZEIRO DO NORTE;SIM;SIM;SIM
ACRE;NORTE;SENADOR GUIOMARD_AC;RIO BRANCO;SIM;SIM;SIM
PIAUI;NORDESTE;CARAUBAS DO PIAUI_PI;PARNAIBA;SIM;SIM;SIM
PARAIBA;NORDESTE;CRUZ DO ESPIRITO SANTO_PB;JOAO PESSOA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;VIRGOLANDIA_MG;GOVERNADOR VALADARES;SIM;SIM;SIM
BAHIA;NORDESTE;SANTA BARBARA_BA;FEIRA DE SANTANA;SIM;SIM;SIM
PARAIBA;NORDESTE;JOCA CLAUDINO_PB;SOUSA;SIM;SIM;SIM
PARAIBA;NORDESTE;CONGO_PB;MONTEIRO;SIM;SIM;SIM
BAHIA;NORDESTE;PE DE SERRA_BA;FEIRA DE SANTANA;SIM;SIM;SIM
ALAGOAS;NORDESTE;AGUA BRANCA_AL;SANTANA DO IPANEMA;SIM;SIM;SIM
PARAIBA;NORDESTE;MOGEIRO_PB;JOAO PESSOA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;MATERLANDIA_MG;GOVERNADOR VALADARES;SIM;SIM;SIM
PARANA;SUL;CAMPO DO TENENTE_PR;CURITIBA;SIM;SIM;SIM
PARAIBA;NORDESTE;PILOEZINHOS_PB;GUARABIRA;SIM;SIM;SIM
BAHIA;NORDESTE;TAPEROA_BA;ILHEUS;SIM;SIM;SIM
CEARA;NORDESTE;BARROQUINHA_CE;SOBRAL;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;CUPARAQUE_MG;GOVERNADOR VALADARES;SIM;SIM;SIM
BAHIA;NORDESTE;IRAJUBA_BA;JEQUIE;SIM;SIM;SIM
PIAUI;NORDESTE;MADEIRO_PI;TERESINA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;FRUTA DE LEITE_MG;MONTES CLAROS;SIM;SIM;SIM
PIAUI;NORDESTE;ESPERANTINA_PI;TERESINA;SIM;SIM;SIM
MARANHAO;NORDESTE;BREJO_MA;SAO LUIS;SIM;SIM;SIM
PARA;NORTE;TERRA ALTA_PA;CASTANHAL;SIM;SIM;SIM
PARA;NORTE;AURORA DO PARA_PA;PARAGOMINAS;SIM;SIM;SIM
MARANHAO;NORDESTE;OLHO D'AGUA DAS CUNHAS_MA;BACABAL;SIM;SIM;SIM
AMAZONAS;NORTE;TONANTINS_AM;TABATINGA;SIM;SIM;SIM
MARANHAO;NORDESTE;SATUBINHA_MA;BACABAL;SIM;SIM;SIM
PARA;NORTE;SANTO ANTONIO DO TAUA_PA;PARA;SIM;SIM;SIM
RIO GRANDE DO NORTE;NORDESTE;JACANA_RN;NATAL;SIM;SIM;SIM
MARANHAO;NORDESTE;JOAO LISBOA_MA;IMPERATRIZ;SIM;SIM;SIM
ALAGOAS;NORDESTE;TRAIPU_AL;ARAPIRACA;SIM;SIM;SIM
MARANHAO;NORDESTE;GRAJAU_MA;BALSAS;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;GUARACIAMA_MG;MONTES CLAROS;SIM;SIM;SIM
PARAIBA;NORDESTE;AGUA BRANCA_PB;MONTEIRO;SIM;SIM;SIM
PARAIBA;NORDESTE;AROEIRAS_PB;CAMPINA GRANDE;SIM;SIM;SIM
PARAIBA;NORDESTE;CARAUBAS_PB;MONTEIRO;SIM;SIM;SIM
ACRE;NORTE;BRASILEIA_AC;RIO BRANCO;SIM;SIM;SIM
RIO GRANDE DO NORTE;NORDESTE;PORTO DO MANGUE_RN;MOSSORO;SIM;SIM;SIM
PIAUI;NORDESTE;AVELINO LOPES_PI;CORRENTE;SIM;SIM;SIM
ALAGOAS;NORDESTE;BARRA DE SAO MIGUEL_AL;MACEIO;SIM;SIM;SIM
PIAUI;NORDESTE;SANTO INACIO DO PIAUI_PI;FLORIANO;SIM;SIM;SIM
PIAUI;NORDESTE;SAO JOAO DA FRONTEIRA_PI;PARNAIBA;SIM;SIM;SIM
PERNAMBUCO;NORDESTE;SALGADINHO_PE;CARUARU;SIM;SIM;SIM
PIAUI;NORDESTE;CAPITAO DE CAMPOS_PI;TERESINA;SIM;SIM;SIM
PARA;NORTE;PRIMAVERA_PA;CASTANHAL;SIM;SIM;SIM
BAHIA;NORDESTE;TEOLANDIA_BA;ITABUNA;SIM;SIM;SIM
PARA;NORTE;TAILANDIA_PA;TUCURUI;SIM;SIM;SIM
BAHIA;NORDESTE;MARCIONILIO SOUZA_BA;JEQUIE;SIM;SIM;SIM
PIAUI;NORDESTE;CAMPINAS DO PIAUI_PI;SAO RAIMUNDO NONATO;SIM;SIM;SIM
MARANHAO;NORDESTE;NOVA IORQUE_MA;BALSAS;SIM;SIM;SIM
RORAIMA;NORTE;IRACEMA_RR;BOA VISTA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;ITAMBE DO MATO DENTRO_MG;BELO HORIZONTE;SIM;SIM;SIM
RIO GRANDE DO NORTE;NORDESTE;MONTANHAS_RN;NATAL;SIM;SIM;SIM
BAHIA;NORDESTE;SAO JOSE DA VITORIA_BA;ITABUNA;SIM;SIM;SIM
PARAIBA;NORDESTE;ZABELE_PB;MONTEIRO;SIM;SIM;SIM
MARANHAO;NORDESTE;BACURITUBA_MA;SAO LUIS;SIM;SIM;SIM
ALAGOAS;NORDESTE;MINADOR DO NEGRAO_AL;ARAPIRACA;SIM;SIM;SIM
MARANHAO;NORDESTE;SANTANA DO MARANHAO_MA;SAO LUIS;SIM;SIM;SIM
BAHIA;NORDESTE;CANDIDO SALES_BA;VITORIA DA CONQUISTA;SIM;SIM;SIM
PIAUI;NORDESTE;CAXINGO_PI;PARNAIBA;SIM;SIM;SIM
PARAIBA;NORDESTE;ALAGOINHA_PB;GUARABIRA;SIM;SIM;SIM
PIAUI;NORDESTE;JATOBA DO PIAUI_PI;TERESINA;SIM;SIM;SIM
PARAIBA;NORDESTE;ARACAGI_PB;GUARABIRA;SIM;SIM;SIM
PARAIBA;NORDESTE;BARRA DE SANTA ROSA_PB;CAMPINA GRANDE;SIM;SIM;SIM
PIAUI;NORDESTE;PEDRO II_PI;TERESINA;SIM;SIM;SIM
RIO GRANDE DO NORTE;NORDESTE;SENADOR ELOI DE SOUZA_RN;NATAL;SIM;SIM;SIM
ALAGOAS;NORDESTE;SAO SEBASTIAO_AL;ARAPIRACA;SIM;SIM;SIM
PARAIBA;NORDESTE;BOM JESUS_PB;SOUSA;SIM;SIM;SIM
MARANHAO;NORDESTE;BARREIRINHAS_MA;SAO LUIS;SIM;SIM;SIM
CEARA;NORDESTE;VICOSA DO CEARA_CE;SOBRAL;SIM;SIM;SIM
MARANHAO;NORDESTE;FORMOSA DA SERRA NEGRA_MA;BALSAS;SIM;SIM;SIM
PIAUI;NORDESTE;BELA VISTA DO PIAUI_PI;SAO RAIMUNDO NONATO;SIM;SIM;SIM
PARAIBA;NORDESTE;ITABAIANA_PB;JOAO PESSOA;SIM;SIM;SIM
PARAIBA;NORDESTE;CAMALAU_PB;MONTEIRO;SIM;SIM;SIM
ALAGOAS;NORDESTE;QUEBRANGULO_AL;ARAPIRACA;SIM;SIM;SIM
PIAUI;NORDESTE;PORTO_PI;TERESINA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;SAO FELIX DE MINAS_MG;GOVERNADOR VALADARES;SIM;SIM;SIM
BAHIA;NORDESTE;MANOEL VITORINO_BA;JEQUIE;SIM;SIM;SIM
PARAIBA;NORDESTE;BOM SUCESSO_PB;SOUSA;SIM;SIM;SIM
PIAUI;NORDESTE;VERA MENDES_PI;PICOS;SIM;SIM;SIM
PARA;NORTE;MONTE ALEGRE_PA;SANTAREM;SIM;SIM;SIM
PARAIBA;NORDESTE;SANTA CECILIA_PB;CAMPINA GRANDE;SIM;SIM;SIM
PARA;NORTE;GARRAFAO DO NORTE_PA;PARAGOMINAS;SIM;SIM;SIM
PARAIBA;NORDESTE;PUXINANA_PB;CAMPINA GRANDE;SIM;SIM;SIM
MARANHAO;NORDESTE;CHAPADINHA_MA;SAO LUIS;SIM;SIM;SIM
RONDONIA;NORTE;CANDEIAS DO JAMARI_RO;PORTO VELHO;SIM;SIM;SIM
RIO DE JANEIRO;SUDESTE;SEROPEDICA_RJ;RIO DE JANEIRO;SIM;SIM;SIM
BAHIA;NORDESTE;CAATIBA_BA;VITORIA DA CONQUISTA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;IBIRACATU_MG;MONTES CLAROS;SIM;SIM;SIM
PARA;NORTE;SAO FRANCISCO DO PARA_PA;CASTANHAL;SIM;SIM;SIM
BAHIA;NORDESTE;TREMEDAL_BA;VITORIA DA CONQUISTA;SIM;SIM;SIM
MARANHAO;NORDESTE;JUNCO DO MARANHAO_MA;SAO LUIS;SIM;SIM;SIM
PIAUI;NORDESTE;ANGICAL DO PIAUI_PI;TERESINA;SIM;SIM;SIM
ALAGOAS;NORDESTE;COITE DO NOIA_AL;ARAPIRACA;SIM;SIM;SIM
PERNAMBUCO;NORDESTE;OROBO_PE;CARUARU;SIM;SIM;SIM
PARAIBA;NORDESTE;DONA INES_PB;GUARABIRA;SIM;SIM;SIM
PARANA;SUL;NOVA AMERICA DA COLINA_PR;LONDRINA;SIM;SIM;SIM
PIAUI;NORDESTE;FLORES DO PIAUI_PI;FLORIANO;SIM;SIM;SIM
PARA;NORTE;BELTERRA_PA;SANTAREM;SIM;SIM;SIM
MARANHAO;NORDESTE;SUCUPIRA DO RIACHAO_MA;CAXIAS;SIM;SIM;SIM
ALAGOAS;NORDESTE;PARICONHA_AL;SANTANA DO IPANEMA;SIM;SIM;SIM
PARAIBA;NORDESTE;AREIA DE BARAUNAS_PB;PATOS;SIM;SIM;SIM
PARAIBA;NORDESTE;MATUREIA_PB;PATOS;SIM;SIM;SIM
ACRE;NORTE;BUJARI_AC;RIO BRANCO;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;SARDOA_MG;GOVERNADOR VALADARES;SIM;SIM;SIM
