Estado;Regiao;Municipio;Subsecao_Judiciaria TRF;Atuacao_DPU;DPU_Presencial;DPU_Remoto
RIO DE JANEIRO;SUDESTE;TERESOPOLIS_RJ;TERESOPOLIS;NAO;NAO;NAO
RIO DE JANEIRO;SUDESTE;BOM JARDIM_RJ;NOVA FRIBURGO;NAO;NAO;NAO
SAO PAULO;SUDESTE;SAO LUIZ DO PARAITINGA_SP;TAUBATE;NAO;NAO;NAO
SAO PAULO;SUDESTE;SEVERINIA_SP;RIO PRETO;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;CACHOEIRA DOURADA_GO;ITUMBIARA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;BOSSOROCA_RS;CAPAO DA CANOA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;VISTA ALEGRE DO PRATA_RS;URUGUAIANA;NAO;NAO;NAO
PARANA;SUL;VENTANIA_PR;TELEMACO BORBA;NAO;NAO;NAO
SANTA CATARINA;SUL;TIGRINHOS_SC;SAO MIGUEL DO OESTE;NAO;NAO;NAO
SAO PAULO;SUDESTE;CUNHA_SP;GUARATINGUETA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;TUPANCIRETA_RS;SANTIAGO;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;MAXIMILIANO DE ALMEIDA_RS;NOVO HAMBURGO;NAO;NAO;NAO
SAO PAULO;SUDESTE;ARCO-IRIS_SP;TUPA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;TOCANTINS_MG;VICOSA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;JOIA_RS;LAJEADO;NAO;NAO;NAO
RIO DE JANEIRO;SUDESTE;PETROPOLIS_RJ;PETROPOLIS;NAO;NAO;NAO
ESPIRITO SANTO;SUDESTE;CONCEICAO DO CASTELO_ES;CACHOEIRO DE ITAPEMIRIM;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;IBIRAPUITA_RS;IJUI;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;IPANEMA_MG;MANHUACU;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;FERROS_MG;IPATINGA;NAO;NAO;NAO
SANTA CATARINA;SUL;FLOR DO SERTAO_SC;SAO MIGUEL DO OESTE;NAO;NAO;NAO
SAO PAULO;SUDESTE;TIMBURI_SP;OURINHOS;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;PIRENOPOLIS_GO;ANAPOLIS;NAO;NAO;NAO
SAO PAULO;SUDESTE;ESPIRITO SANTO DO TURVO_SP;OURINHOS;NAO;NAO;NAO
PARANA;SUL;TEIXEIRA SOARES_PR;PONTA GROSSA;NAO;NAO;NAO
PARANA;SUL;PAICANDU_PR;MARINGA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;ITATI_RS;LAJEADO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;BALDIM_MG;SETE LAGOAS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;ANDRELANDIA_MG;LAVRAS;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;CAICO_RN;CAICO;NAO;NAO;NAO
SAO PAULO;SUDESTE;LUTECIA_SP;MARILIA;NAO;NAO;NAO
PARANA;SUL;MORRETES_PR;PARANAGUA;NAO;NAO;NAO
SANTA CATARINA;SUL;OURO VERDE_SC;CHAPECO;NAO;NAO;NAO
PARANA;SUL;MARUMBI_PR;APUCARANA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;DELFIM MOREIRA_MG;POUSO ALEGRE;NAO;NAO;NAO
RIO DE JANEIRO;SUDESTE;ITALVA_RJ;ITAPERUNA;NAO;NAO;NAO
SANTA CATARINA;SUL;GALVAO_SC;CHAPECO;NAO;NAO;NAO
SAO PAULO;SUDESTE;TEJUPA_SP;OURINHOS;NAO;NAO;NAO
PARANA;SUL;JANIOPOLIS_PR;CAMPO MOURAO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;ALAGOA_MG;POUSO ALEGRE;NAO;NAO;NAO
SANTA CATARINA;SUL;VARGEM_SC;JOACABA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;IMBE_RS;IJUI;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;CONCEICAO DO RIO VERDE_MG;VARGINHA;NAO;NAO;NAO
RIO DE JANEIRO;SUDESTE;SANTA MARIA MADALENA_RJ;NOVA FRIBURGO;NAO;NAO;NAO
SAO PAULO;SUDESTE;AVAI_SP;BAURU;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;PRESIDENTE JUSCELINO_MG;SETE LAGOAS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;TEIXEIRAS_MG;VICOSA;NAO;NAO;NAO
PARANA;SUL;SAO JOAO DO IVAI_PR;APUCARANA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;COQUEIRAL_MG;LAVRAS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;NANUQUE_MG;TEOFILO OTONI;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;SANTO ANTONIO DA BARRA_GO;RIO VERDE;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;SAO JOAO DO PARAISO_MG;JANAUBA;NAO;NAO;NAO
SANTA CATARINA;SUL;PALMEIRA_SC;LAGES;NAO;NAO;NAO
PARANA;SUL;PONTAL DO PARANA_PR;PARANAGUA;NAO;NAO;NAO
MATO GROSSO DO SUL;CENTRO-OESTE;APARECIDA DO TABOADO_MS;TRES LAGOAS;NAO;NAO;NAO
RIO DE JANEIRO;SUDESTE;TRAJANO DE MORAES_RJ;NOVA FRIBURGO;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;CACU_GO;JATAI;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;DIAMANTINA_MG;SETE LAGOAS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;CONCEICAO DAS ALAGOAS_MG;UBERABA;NAO;NAO;NAO
PARANA;SUL;BOM JESUS DO SUL_PR;FRANCISCO BELTRAO;NAO;NAO;NAO
MATO GROSSO DO SUL;CENTRO-OESTE;NAVIRAI_MS;NAVIRAIV;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;SANTO ANTONIO DO PALMA_RS;PORTO ALEGRE;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;JOAO PINHEIRO_MG;PARACATU;NAO;NAO;NAO
SAO PAULO;SUDESTE;BOA ESPERANCA DO SUL_SP;ARARAQUARA;NAO;NAO;NAO
PARANA;SUL;CASTRO_PR;PONTA GROSSA;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;MINACU_GO;URUACU;NAO;NAO;NAO
SANTA CATARINA;SUL;PLANALTO ALEGRE_SC;CHAPECO;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;CERRO BRANCO_RS;CARAZINHO;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;APARECIDA DO RIO DOCE_GO;JATAI;NAO;NAO;NAO
PARANA;SUL;SANTA AMELIA_PR;JACAREZINHO;NAO;NAO;NAO
PARANA;SUL;VIRMOND_PR;GUARAPUAVA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;LIBERATO SALZANO_RS;LAJEADO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;FELIXLANDIA_MG;SETE LAGOAS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;CONCEICAO DO PARA_MG;DIVINOPOLIS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;TOCOS DO MOJI_MG;POUSO ALEGRE;NAO;NAO;NAO
PARANA;SUL;CRUZEIRO DO IGUACU_PR;UNIAO DA VITORIA;NAO;NAO;NAO
PARANA;SUL;CLEVELANDIA_PR;PATO BRANCO;NAO;NAO;NAO
RIO DE JANEIRO;SUDESTE;COMENDADOR LEVY GASPARIAN_RJ;TRES RIOS;NAO;NAO;NAO
PARANA;SUL;FLORESTA_PR;MARINGA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;DOM CAVATI_MG;IPATINGA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;SANTA ROSA DA SERRA_MG;PATOS DE MINAS;NAO;NAO;NAO
PARANA;SUL;QUATIGUA_PR;JACAREZINHO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;ITUMIRIM_MG;LAVRAS;NAO;NAO;NAO
MATO GROSSO DO SUL;CENTRO-OESTE;CASSILANDIA_MS;TRES LAGOAS;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;NOVA GLORIA_GO;URUACU;NAO;NAO;NAO
SAO PAULO;SUDESTE;LAGOINHA_SP;TAUBATE;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;ACREUNA_GO;RIO VERDE;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;PANTANO GRANDE_RS;PALMEIRA DAS MISSOES;NAO;NAO;NAO
SAO PAULO;SUDESTE;BOFETE_SP;BOTUCATU;NAO;NAO;NAO
PARANA;SUL;SENGES_PR;PONTA GROSSA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;QUARTEL GERAL_MG;DIVINOPOLIS;NAO;NAO;NAO
BAHIA;NORDESTE;BARREIRAS_BA;BARREIRAS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;LAGOA GRANDE_MG;PARACATU;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;SAPUCAI-MIRIM_MG;LAVRAS;NAO;NAO;NAO
MATO GROSSO;CENTRO-OESTE;SANTA RITA DO TRIVELATO_MT;DIAMANTINO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;TOMBOS_MG;MURIAE;NAO;NAO;NAO
SAO PAULO;SUDESTE;LAVRINHAS_SP;GUARATINGUETA;NAO;NAO;NAO
SAO PAULO;SUDESTE;CACHOEIRA PAULISTA_SP;GUARATINGUETA;NAO;NAO;NAO
SAO PAULO;SUDESTE;CACONDE_SP;SAO JOAO DA BOA VISTA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;CAMBARA DO SUL_RS;CAPAO DA CANOA;NAO;NAO;NAO
SAO PAULO;SUDESTE;CAPAO BONITO_SP;ITAPEVA;NAO;NAO;NAO
SAO PAULO;SUDESTE;APIAI_SP;ITAPEVA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;ALTEROSA_MG;VARGINHA;NAO;NAO;NAO
SAO PAULO;SUDESTE;BOCAINA_SP;JAU;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;PALMEIRA DAS MISSOES_RS;PALMEIRA DAS MISSOES;NAO;NAO;NAO
PARANA;SUL;IPIRANGA_PR;PONTA GROSSA;NAO;NAO;NAO
SAO PAULO;SUDESTE;IRAPUA_SP;RIO PRETO;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;SEVERIANO DE ALMEIDA_RS;SANTA ROSA;NAO;NAO;NAO
PARANA;SUL;CANDOI_PR;GUARAPUAVA;NAO;NAO;NAO
SAO PAULO;SUDESTE;LUPERCIO_SP;MARILIA;NAO;NAO;NAO
PARANA;SUL;BARBOSA FERRAZ_PR;CAMPO MOURAO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;NEPOMUCENO_MG;LAVRAS;NAO;NAO;NAO
SAO PAULO;SUDESTE;SANTA CRUZ DA CONCEICAO_SP;SAO CARLOS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;GUIRICEMA_MG;VICOSA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;SAO JOSE DO NORTE_RS;SANTA CRUZ DO SUL;NAO;NAO;NAO
SAO PAULO;SUDESTE;FERNAO_SP;MARILIA;NAO;NAO;NAO
PARANA;SUL;UBIRATA_PR;CAMPO MOURAO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;PIRANGUCU_MG;POUSO ALEGRE;NAO;NAO;NAO
SAO PAULO;SUDESTE;TUIUTI_SP;BRAGANCA PAULISTA;NAO;NAO;NAO
MATO GROSSO;CENTRO-OESTE;NOVA MARILANDIA_MT;DIAMANTINO;NAO;NAO;NAO
ESPIRITO SANTO;SUDESTE;IBATIBA_ES;CACHOEIRO DE ITAPEMIRIM;NAO;NAO;NAO
MATO GROSSO;CENTRO-OESTE;NOVA GUARITA_MT;SINOP;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;TUPANCI DO SUL_RS;SANTIAGO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;CRUZILIA_MG;VARGINHA;NAO;NAO;NAO
PARANA;SUL;BELA VISTA DA CAROBA_PR;FRANCISCO BELTRAO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;INCONFIDENTES_MG;POUSO ALEGRE;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;SAO VICENTE DO SUL_RS;SANTA MARIA;NAO;NAO;NAO
RIO DE JANEIRO;SUDESTE;BOM JESUS DO ITABAPOANA_RJ;ITAPERUNA;NAO;NAO;NAO
PARANA;SUL;PARANAGUA_PR;PARANAGUA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;INGAI_MG;LAVRAS;NAO;NAO;NAO
SANTA CATARINA;SUL;IMARUI_SC;LAGUNA;NAO;NAO;NAO
SAO PAULO;SUDESTE;MIRANTE DO PARANAPANEMA_SP;PRESIDENTE PRUDENTE;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;CONQUISTA_MG;UBERABA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;CAMPANHA_MG;VARGINHA;NAO;NAO;NAO
PARANA;SUL;BARRA DO JACARE_PR;JACAREZINHO;NAO;NAO;NAO
SAO PAULO;SUDESTE;OLEO_SP;OURINHOS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;BELO ORIENTE_MG;IPATINGA;NAO;NAO;NAO
SAO PAULO;SUDESTE;TACIBA_SP;PRESIDENTE PRUDENTE;NAO;NAO;NAO
SAO PAULO;SUDESTE;SANTO ANTONIO DO ARACANGUA_SP;ARACATUBA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;CAMPO DO MEIO_MG;VARGINHA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;PEDRALVA_MG;POUSO ALEGRE;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;SAO SEBASTIAO DO RIO VERDE_MG;POUSO ALEGRE;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;ENCRUZILHADA DO SUL_RS;CRUZ ALTA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;SAO LEOPOLDO_RS;SANTA CRUZ DO SUL;NAO;NAO;NAO
MATO GROSSO DO SUL;CENTRO-OESTE;SAO GABRIEL DO OESTE_MS;COXIM;NAO;NAO;NAO
SAO PAULO;SUDESTE;ALVINLANDIA_SP;MARILIA;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;MINEIROS_GO;JATAI;NAO;NAO;NAO
RIO DE JANEIRO;SUDESTE;RIO DAS OSTRAS_RJ;MACAE;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;DOM SILVERIO_MG;PONTE NOVA;NAO;NAO;NAO
SAO PAULO;SUDESTE;POTIM_SP;GUARATINGUETA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;SEDE NOVA_RS;SANTA MARIA;NAO;NAO;NAO
PARANA;SUL;SAUDADE DO IGUACU_PR;PATO BRANCO;NAO;NAO;NAO
SAO PAULO;SUDESTE;PARAIBUNA_SP;SAO JOSE DOS CAMPOS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;TEOFILO OTONI_MG;TEOFILO OTONI;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;SAO GOTARDO_MG;PATOS DE MINAS;NAO;NAO;NAO
SAO PAULO;SUDESTE;DIVINOLANDIA_SP;SAO JOAO DA BOA VISTA;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;JARDIM DO SERIDO_RN;CAICO;NAO;NAO;NAO
RIO DE JANEIRO;SUDESTE;AREAL_RJ;TRES RIOS;NAO;NAO;NAO
SANTA CATARINA;SUL;PESCARIA BRAVA_SC;LAGUNA;NAO;NAO;NAO
SAO PAULO;SUDESTE;OCAUCU_SP;MARILIA;NAO;NAO;NAO
SAO PAULO;SUDESTE;CAJOBI_SP;CATANDUVA;NAO;NAO;NAO
PARANA;SUL;PRESIDENTE CASTELO BRANCO_PR;MARINGA;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;BOM JESUS DE GOIAS_GO;ITUMBIARA;NAO;NAO;NAO
SAO PAULO;SUDESTE;CAIUA_SP;PRESIDENTE PRUDENTE;NAO;NAO;NAO
RIO DE JANEIRO;SUDESTE;CAMPOS DOS GOYTACAZES_RJ;CAMPOS DOS GOYTACAZES;NAO;NAO;NAO
SAO PAULO;SUDESTE;BRAUNA_SP;ARACATUBA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;SANTO ANTONIO DO GRAMA_MG;PONTE NOVA;NAO;NAO;NAO
SANTA CATARINA;SUL;SAO BERNARDINO_SC;MAFRA;NAO;NAO;NAO
MATO GROSSO DO SUL;CENTRO-OESTE;PARANAIBA_MS;TRES LAGOAS;NAO;NAO;NAO
MATO GROSSO;CENTRO-OESTE;VERA_MT;SINOP;NAO;NAO;NAO
PARANA;SUL;SAO CARLOS DO IVAI_PR;PARANAVAI;NAO;NAO;NAO
SAO PAULO;SUDESTE;COROADOS_SP;ARACATUBA;NAO;NAO;NAO
PARANA;SUL;DIAMANTE DO NORTE_PR;PARANAVAI;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;SENADOR JOSE BENTO_MG;POUSO ALEGRE;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;MOEMA_MG;DIVINOPOLIS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;LIBERDADE_MG;VARGINHA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;IPIACU_MG;ITUIUTABA;NAO;NAO;NAO
SAO PAULO;SUDESTE;CAMPINA DO MONTE ALEGRE_SP;ITAPEVA;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;VICENTINOPOLIS_GO;ITUMBIARA;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;PARANAIGUARA_GO;JATAI;NAO;NAO;NAO
PARANA;SUL;PAULA FREITAS_PR;UNIAO DA VITORIA;NAO;NAO;NAO
PARANA;SUL;ATALAIA_PR;MARINGA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;SANTA MARGARIDA DO SUL_RS;PORTO ALEGRE;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;SAO SIMAO_GO;JATAI;NAO;NAO;NAO
SANTA CATARINA;SUL;CACADOR_SC;CACADOR;NAO;NAO;NAO
SANTA CATARINA;SUL;BELA VISTA DO TOLDO_SC;MAFRA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;DOM PEDRO DE ALCANTARA_RS;CRUZ ALTA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;RUBIM_MG;TEOFILO OTONI;NAO;NAO;NAO
RIO DE JANEIRO;SUDESTE;CASIMIRO DE ABREU_RJ;MACAE;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;ITURAMA_MG;ITUIUTABA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;CAETANOPOLIS_MG;SETE LAGOAS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;ERVALIA_MG;VICOSA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;SANTA CRUZ DE MINAS_MG;SAO JOAO DEL-REI;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;BOM JARDIM DE MINAS_MG;LAVRAS;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;RIALMA_GO;URUACU;NAO;NAO;NAO
RIO DE JANEIRO;SUDESTE;NATIVIDADE_RJ;ITAPERUNA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;PIRAPETINGA_MG;MURIAE;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;CASSIA_MG;PASSOS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;IBITIURA DE MINAS_MG;POCOS DE CALDAS;NAO;NAO;NAO
PARANA;SUL;ALTAMIRA DO PARANA_PR;CAMPO MOURAO;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;SOLEDADE_RS;SANTA ROSA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;CAMPOS GERAIS_MG;VARGINHA;NAO;NAO;NAO
SAO PAULO;SUDESTE;INDIANA_SP;PRESIDENTE PRUDENTE;NAO;NAO;NAO
SAO PAULO;SUDESTE;LUCIANOPOLIS_SP;BAURU;NAO;NAO;NAO
SAO PAULO;SUDESTE;TEODORO SAMPAIO_SP;PRESIDENTE PRUDENTE;NAO;NAO;NAO
SANTA CATARINA;SUL;BARRA BONITA_SC;SAO MIGUEL DO OESTE;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;CAIAPONIA_GO;JATAI;NAO;NAO;NAO
SAO PAULO;SUDESTE;DOBRADA_SP;ARARAQUARA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;JAGUARI_RS;LAJEADO;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;SAO FRANCISCO DE PAULA_RS;PORTO ALEGRE;NAO;NAO;NAO
PARANA;SUL;SANTO ANTONIO DO CAIUA_PR;PARANAVAI;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;FORMOSO_GO;URUACU;NAO;NAO;NAO
RIO DE JANEIRO;SUDESTE;PARAIBA DO SUL_RJ;TRES RIOS;NAO;NAO;NAO
PARANA;SUL;CAMBIRA_PR;MARINGA;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;FORMOSA_GO;FORMOSA;NAO;NAO;NAO
SAO PAULO;SUDESTE;BENTO DE ABREU_SP;ARACATUBA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;MIRAI_MG;MURIAE;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;RIO PARDO_RS;PELOTAS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;PRATA_MG;ITUIUTABA;NAO;NAO;NAO
SAO PAULO;SUDESTE;BARAO DE ANTONINA_SP;ITAPEVA;NAO;NAO;NAO
MATO GROSSO;CENTRO-OESTE;JUINA_MT;JUINA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;ANTONIO PRADO DE MINAS_MG;MURIAE;NAO;NAO;NAO
SAO PAULO;SUDESTE;SANTA BRANCA_SP;SAO JOSE DOS CAMPOS;NAO;NAO;NAO
SAO PAULO;SUDESTE;SANTOPOLIS DO AGUAPEI_SP;ARACATUBA;NAO;NAO;NAO
PARANA;SUL;GUAIRA_PR;GUAIRA;NAO;NAO;NAO
SAO PAULO;SUDESTE;AMERICO DE CAMPOS_SP;RIO PRETO;NAO;NAO;NAO
SANTA CATARINA;SUL;BOM RETIRO_SC;LAGES;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;CAREACU_MG;POUSO ALEGRE;NAO;NAO;NAO
SAO PAULO;SUDESTE;PINHALZINHO_SP;BRAGANCA PAULISTA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;JAGUARACU_MG;IPATINGA;NAO;NAO;NAO
MATO GROSSO;CENTRO-OESTE;NOVA XAVANTINA_MT;GARCAS;NAO;NAO;NAO
MATO GROSSO;CENTRO-OESTE;DIAMANTINO_MT;DIAMANTINO;NAO;NAO;NAO
SANTA CATARINA;SUL;CAXAMBU DO SUL_SC;CHAPECO;NAO;NAO;NAO
SANTA CATARINA;SUL;AGUAS DE CHAPECO_SC;CHAPECO;NAO;NAO;NAO
SAO PAULO;SUDESTE;FARTURA_SP;OURINHOS;NAO;NAO;NAO
SAO PAULO;SUDESTE;ITARARE_SP;ITAPEVA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;CONCEICAO DOS OUROS_MG;POUSO ALEGRE;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;NOVA RESENDE_MG;PASSOS;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;XANGRI-LA_RS;SANTO ANGELO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;SILVIANOPOLIS_MG;POUSO ALEGRE;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;RODEIRO_MG;VICOSA;NAO;NAO;NAO
SAO PAULO;SUDESTE;ITAI_SP;AVARE;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;FRONTEIRA_MG;UBERABA;NAO;NAO;NAO
SAO PAULO;SUDESTE;ZACARIAS_SP;ARACATUBA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;GUARDA-MOR_MG;PARACATU;NAO;NAO;NAO
PARANA;SUL;PRUDENTOPOLIS_PR;GUARAPUAVA;NAO;NAO;NAO
SANTA CATARINA;SUL;ILHOTA_SC;BLUMENAU;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;LAGAMAR_MG;PATOS DE MINAS;NAO;NAO;NAO
SAO PAULO;SUDESTE;RIBEIRAO DO SUL_SP;OURINHOS;NAO;NAO;NAO
SAO PAULO;SUDESTE;VARGEM_SP;BRAGANCA PAULISTA;NAO;NAO;NAO
SAO PAULO;SUDESTE;ITABERA_SP;ITAPEVA;NAO;NAO;NAO
SAO PAULO;SUDESTE;GUAICARA_SP;LINS;NAO;NAO;NAO
SANTA CATARINA;SUL;ITA_SC;CONCORDIA;NAO;NAO;NAO
PARANA;SUL;PIRAI DO SUL_PR;PONTA GROSSA;NAO;NAO;NAO
PARANA;SUL;CHOPINZINHO_PR;PATO BRANCO;NAO;NAO;NAO
MATO GROSSO;CENTRO-OESTE;TORIXOREU_MT;GARCAS;NAO;NAO;NAO
PARANA;SUL;JOAQUIM TAVORA_PR;JACAREZINHO;NAO;NAO;NAO
SANTA CATARINA;SUL;CORDILHEIRA ALTA_SC;CHAPECO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;PEDRA DO INDAIA_MG;DIVINOPOLIS;NAO;NAO;NAO
SAO PAULO;SUDESTE;IPUA_SP;FRANCA;NAO;NAO;NAO
PARANA;SUL;PEABIRU_PR;CAMPO MOURAO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;PIRANGUINHO_MG;POUSO ALEGRE;NAO;NAO;NAO
SANTA CATARINA;SUL;DIONISIO CERQUEIRA_SC;SAO MIGUEL DO OESTE;NAO;NAO;NAO
SAO PAULO;SUDESTE;AGUAI_SP;SAO JOAO DA BOA VISTA;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;SERRANOPOLIS_GO;JATAI;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;SANTA VITORIA DO PALMAR_RS;PORTO ALEGRE;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;INDEPENDENCIA_RS;LAJEADO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;CORREGO DANTA_MG;DIVINOPOLIS;NAO;NAO;NAO
SANTA CATARINA;SUL;CAMPO ERE_SC;SAO MIGUEL DO OESTE;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;LAGOA FORMOSA_MG;PATOS DE MINAS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;SAO JOSE DO ALEGRE_MG;POUSO ALEGRE;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;LAGOA BONITA DO SUL_RS;LAJEADO;NAO;NAO;NAO
PARANA;SUL;TAMBOARA_PR;PARANAVAI;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;PARAISO DO SUL_RS;PALMEIRA DAS MISSOES;NAO;NAO;NAO
SAO PAULO;SUDESTE;JABORANDI_SP;BARRETOS;NAO;NAO;NAO
PARANA;SUL;VERA CRUZ DO OESTE_PR;TOLEDO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;SAO SEBASTIAO DO OESTE_MG;DIVINOPOLIS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;ILICINEA_MG;PASSOS;NAO;NAO;NAO
SAO PAULO;SUDESTE;GUAIMBE_SP;LINS;NAO;NAO;NAO
