cod. ibge;Municipio;Familias;Pessoas;% relativo ao Censo 2022;IVCAD;NC;DPI;DCA;TQA;DR;CH
2307908;Martinópole;3.964;9.245;85,20%;0,302;0,297;0,051;0,039;0,704;0,471;0,251
3529203;Martinópolis;3.593;8.144;32,70%;0,281;0,376;0,075;0,019;0,661;0,466;0,087
2407401;Martins;2.575;5.985;73,20%;0,257;0,265;0,03;0,043;0,667;0,449;0,086
3140530;Martins Soares;2.370;6.091;72,50%;0,287;0,326;0,1;0,048;0,689;0,393;0,164
2804003;Maruim;4.667;9.921;63,10%;0,285;0,339;0,074;0,071;0,692;0,448;0,089
4115507;Marumbi;929;2.096;44,60%;0,286;0,409;0,077;0,083;0,633;0,387;0,127
5212907;Marzagão;723;1.641;59,50%;0,279;0,38;0,086;0,05;0,617;0,377;0,166
2920908;Mascote;5.104;9.437;69,70%;0,284;0,285;0,057;0,069;0,731;0,444;0,119
2308005;Massapê;11.171;28.229;74,90%;0,26;0,334;0,053;0,022;0,628;0,385;0,136
2206050;Massapê do Piauí;1.773;4.630;88,70%;0,283;0,259;0,046;0,037;0,705;0,426;0,225
2509206;Massaranduba;4.496;10.043;71,00%;0,293;0,302;0,065;0,033;0,72;0,45;0,187
4210605;Massaranduba;1.036;2.805;16,30%;0,287;0,459;0,108;0,041;0,609;0,315;0,19
4312104;Mata;805;1.762;37,50%;0,27;0,294;0,067;0,046;0,671;0,404;0,139
2921005;Mata de São João;15.004;32.479;76,30%;0,271;0,343;0,062;0,073;0,607;0,398;0,143
2705002;Mata Grande;5.691;14.853;68,00%;0,314;0,331;0,052;0,052;0,724;0,455;0,271
2106409;Mata Roma;5.337;14.323;83,80%;0,307;0,317;0,074;0,021;0,644;0,488;0,297
3140555;Mata Verde;2.774;5.963;65,40%;0,288;0,285;0,064;0,055;0,717;0,453;0,152
3529302;Matão;7.466;17.681;22,40%;0,261;0,387;0,071;0,04;0,583;0,379;0,103
2509305;Mataraca;2.831;6.899;83,70%;0,364;0,374;0,095;0,083;0,724;0,432;0,475
1712702;Mateiros;679;1.948;70,90%;0,32;0,38;0,12;0,106;0,638;0,351;0,328
4115606;Matelândia;1.949;5.228;28,30%;0,235;0,431;0,084;0,044;0,622;0,145;0,084
3140605;Materlândia;1.534;3.454;87,20%;0,298;0,31;0,057;0,058;0,699;0,45;0,215
3140704;Mateus Leme;5.483;12.816;33,90%;0,274;0,382;0,104;0,033;0,64;0,365;0,122
3171501;Mathias Lobato;1.170;2.434;80,10%;0,273;0,334;0,065;0,019;0,65;0,437;0,135
3140803;Matias Barbosa;2.774;6.338;44,90%;0,27;0,366;0,078;0,07;0,625;0,397;0,086
3140852;Matias Cardoso;2.932;7.117;80,00%;0,294;0,341;0,09;0,07;0,677;0,387;0,2
2206100;Matias Olímpio;3.824;8.722;82,00%;0,348;0,312;0,069;0,134;0,726;0,494;0,356
2921054;Matina;3.446;8.395;81,30%;0,314;0,27;0,049;0,039;0,691;0,41;0,425
2106508;Matinha;7.831;19.802;89,90%;0,311;0,297;0,062;0,102;0,64;0,494;0,274
2509339;Matinhas;1.456;3.884;85,00%;0,298;0,333;0,065;0,042;0,686;0,396;0,268
4115705;Matinhos;9.783;21.124;53,80%;0,267;0,39;0,084;0,06;0,61;0,317;0,139
3140902;Matipó;5.298;13.511;72,80%;0,28;0,34;0,113;0,055;0,654;0,355;0,162
4312138;Mato Castelhano;527;1.247;48,80%;0,375;0,416;0,124;0,071;0,663;0,364;0,615
2509370;Mato Grosso;962;2.284;89,80%;0,293;0,305;0,057;0,064;0,745;0,41;0,177
4312153;Mato Leitão;673;1.533;31,50%;0,269;0,413;0,111;0,062;0,664;0,299;0,065
4312179;Mato Queimado;239;535;29,80%;0,28;0,299;0,067;0,056;0,669;0,444;0,146
4115739;Mato Rico;952;2.320;71,00%;0,295;0,33;0,087;0,067;0,677;0,376;0,232
3141009;Mato Verde;3.683;8.094;67,20%;0,248;0,273;0,062;0,037;0,637;0,4;0,078
2106607;Matões;8.976;23.600;73,40%;0,306;0,337;0,077;0,079;0,645;0,438;0,256
2106631;Matões do Norte;3.093;7.174;41,20%;0,312;0,298;0,067;0,056;0,68;0,442;0,33
4210704;Matos Costa;874;2.343;84,90%;0,292;0,365;0,092;0,051;0,667;0,426;0,153
3141108;Matozinhos;5.740;14.293;38,00%;0,262;0,406;0,093;0,086;0,576;0,331;0,082
5212956;Matrinchã;1.632;3.435;85,00%;0,267;0,309;0,082;0,025;0,6;0,406;0,182
2705101;Matriz de Camaragibe;7.114;16.257;68,10%;0,308;0,369;0,095;0,057;0,705;0,439;0,181
5105606;Matupá;2.844;7.710;38,40%;0,279;0,498;0,122;0,082;0,621;0,17;0,183
2509396;Maturéia;2.585;5.638;87,60%;0,292;0,289;0,063;0,034;0,728;0,471;0,165
3141207;Matutina;769;1.725;45,20%;0,308;0,422;0,102;0,098;0,674;0,375;0,175
3529401;Mauá;41.117;97.505;23,30%;0,262;0,415;0,076;0,036;0,574;0,379;0,089
4115754;Mauá da Serra;2.518;5.964;63,60%;0,289;0,392;0,106;0,062;0,677;0,354;0,146
1302900;Maués;19.974;50.962;83,30%;0,349;0,39;0,139;0,076;0,632;0,481;0,377
5213004;Maurilândia;2.226;5.167;50,10%;0,278;0,396;0,093;0,035;0,644;0,354;0,145
1712801;Maurilândia do Tocantins;992;2.623;84,70%;0,304;0,367;0,089;0,072;0,664;0,366;0,263
2308104;Mauriti;13.390;34.833;76,50%;0,272;0,316;0,055;0,045;0,653;0,404;0,16
2407500;Maxaranguape;2.937;7.841;76,50%;0,271;0,312;0,073;0,082;0,676;0,384;0,099
4312203;Maximiliano de Almeida;867;1.936;46,20%;0,277;0,389;0,093;0,037;0,676;0,373;0,093
1600402;Mazagão;8.037;23.028;105,00%;0,312;0,38;0,095;0,057;0,62;0,456;0,263
3141306;Medeiros;812;1.969;50,50%;0,283;0,374;0,088;0,03;0,655;0,433;0,117
2921104;Medeiros Neto;7.504;15.307;69,00%;0,279;0,36;0,082;0,035;0,67;0,4;0,125
4115804;Medianeira;5.479;13.181;24,20%;0,265;0,462;0,11;0,046;0,605;0,228;0,142
1504455;Medicilândia;9.188;22.730;83,90%;0,335;0,343;0,121;0,075;0,698;0,496;0,278
3141405;Medina;5.472;13.008;64,50%;0,268;0,321;0,082;0,033;0,67;0,379;0,125
4210803;Meleiro;559;1.450;20,70%;0,279;0,381;0,084;0,088;0,66;0,328;0,131
1504505;Melgaço;7.551;24.050;86,30%;0,376;0,39;0,138;0,109;0,747;0,51;0,364
3302809;Mendes;4.267;8.799;50,30%;0,264;0,321;0,043;0,064;0,616;0,419;0,121
3141504;Mendes Pimentel;1.556;3.493;62,30%;0,275;0,321;0,082;0,069;0,648;0,368;0,164
3529500;Mendonça;779;2.028;32,90%;0,271;0,421;0,091;0,07;0,582;0,358;0,107
4115853;Mercedes;663;1.840;31,00%;0,255;0,468;0,108;0,076;0,568;0,169;0,143
3141603;Mercês;2.642;6.016;58,00%;0,271;0,297;0,074;0,056;0,661;0,364;0,176
3529609;Meridiano;817;2.021;44,20%;0,254;0,42;0,066;0,033;0,593;0,314;0,099
2308203;Meruoca;4.400;12.091;79,80%;0,271;0,346;0,06;0,033;0,633;0,363;0,19
3529658;Mesópolis;335;870;44,60%;0,253;0,406;0,071;0,063;0,617;0,269;0,089
3302858;Mesquita;41.508;82.805;49,50%;0,268;0,32;0,072;0,039;0,623;0,463;0,091
3141702;Mesquita;1.206;2.901;57,60%;0,274;0,333;0,067;0,055;0,659;0,383;0,147
2705200;Messias;4.564;11.290;73,30%;0,293;0,375;0,087;0,087;0,692;0,386;0,129
2407609;Messias Targino;1.953;3.984;93,20%;0,261;0,262;0,047;0,019;0,615;0,432;0,188
2206209;Miguel Alves;11.043;25.905;80,60%;0,322;0,316;0,069;0,044;0,714;0,485;0,303
2921203;Miguel Calmon;7.422;17.574;71,30%;0,283;0,295;0,051;0,057;0,696;0,415;0,183
2206308;Miguel Leão;387;1.044;79,20%;0,282;0,304;0,069;0,132;0,674;0,348;0,168
3302908;Miguel Pereira;5.971;12.206;45,90%;0,27;0,332;0,052;0,034;0,648;0,445;0,108
3529708;Miguelópolis;4.710;8.939;46,00%;0,29;0,338;0,071;0,037;0,671;0,545;0,078
2308302;Milagres;8.517;20.433;78,90%;0,273;0,297;0,055;0,023;0,645;0,429;0,191
2921302;Milagres;3.741;8.064;72,80%;0,274;0,294;0,055;0,045;0,675;0,408;0,168
2106672;Milagres do Maranhão;2.262;6.296;71,40%;0,312;0,326;0,066;0,042;0,653;0,486;0,298
2308351;Milhã;4.514;10.016;70,90%;0,277;0,279;0,045;0,055;0,634;0,43;0,221
2206357;Milton Brandão;2.315;5.554;84,90%;0,316;0,268;0,051;0,021;0,811;0,461;0,283
5213053;Mimoso de Goiás;844;1.832;70,10%;0,292;0,372;0,127;0,03;0,678;0,394;0,149
3203403;Mimoso do Sul;7.690;16.242;66,40%;0,265;0,296;0,073;0,049;0,636;0,379;0,155
5213087;Minaçu;5.571;13.687;50,60%;0,27;0,408;0,084;0,046;0,635;0,315;0,13
2705309;Minador do Negrão;1.773;4.225;87,20%;0,29;0,299;0,048;0,024;0,721;0,445;0,204
4312252;Minas do Leão;2.005;4.013;53,50%;0,319;0,365;0,076;0,051;0,683;0,45;0,288
3141801;Minas Novas;6.472;15.970;65,40%;0,272;0,338;0,087;0,025;0,646;0,354;0,18
3141900;Minduri;741;1.749;46,80%;0,266;0,382;0,08;0,05;0,639;0,338;0,107
5213103;Mineiros;15.458;36.934;52,70%;0,258;0,436;0,115;0,062;0,586;0,249;0,099
3529807;Mineiros do Tietê;1.972;4.648;41,40%;0,253;0,405;0,087;0,086;0,592;0,25;0,096
1101203;Ministro Andreazza;1.681;4.201;65,00%;0,285;0,36;0,107;0,045;0,648;0,333;0,219
3530003;Mira Estrela;601;1.397;44,70%;0,251;0,368;0,036;0,042;0,614;0,318;0,125
3142007;Mirabela;3.914;9.327;68,30%;0,273;0,354;0,061;0,043;0,646;0,41;0,127
3529906;Miracatu;5.195;12.178;65,60%;0,281;0,379;0,083;0,037;0,644;0,402;0,141
3303005;Miracema;7.265;15.022;55,90%;0,266;0,321;0,053;0,049;0,653;0,459;0,061
1713205;Miracema do Tocantins;4.309;10.943;58,90%;0,309;0,375;0,103;0,07;0,63;0,289;0,388
2106706;Mirador;7.322;17.622;83,80%;0,321;0,304;0,084;0,055;0,698;0,493;0,291
4115903;Mirador;541;1.343;60,00%;0,274;0,388;0,086;0,072;0,64;0,336;0,121
3142106;Miradouro;2.057;4.845;54,00%;0,271;0,341;0,075;0,032;0,672;0,351;0,158
4312302;Miraguaí;1.118;2.595;58,60%;0,305;0,373;0,121;0,062;0,684;0,395;0,198
3142205;Miraí;2.513;5.926;43,50%;0,272;0,362;0,093;0,046;0,665;0,345;0,119
2308377;Miraíma;5.125;11.066;78,00%;0,274;0,291;0,068;0,024;0,6;0,45;0,209
5005608;Miranda;7.558;18.020;70,60%;0,325;0,397;0,136;0,048;0,701;0,45;0,219
2106755;Miranda do Norte;6.344;14.380;60,30%;0,28;0,319;0,065;0,064;0,639;0,454;0,139
2609303;Mirandiba;5.098;12.355;87,20%;0,277;0,322;0,064;0,027;0,619;0,43;0,201
3530102;Mirandópolis;3.425;7.819;27,90%;0,268;0,382;0,08;0,056;0,612;0,381;0,097
2921401;Mirangaba;6.964;13.412;85,20%;0,278;0,239;0,048;0,038;0,682;0,487;0,177
1713304;Miranorte;3.452;8.533;67,20%;0,276;0,381;0,108;0,064;0,623;0,33;0,149
2921450;Mirante;3.441;7.908;77,60%;0,336;0,268;0,066;0,043;0,778;0,437;0,422
1101302;Mirante da Serra;2.628;6.478;70,10%;0,308;0,363;0,098;0,067;0,661;0,247;0,411
3530201;Mirante do Paranapanema;3.918;9.110;57,20%;0,252;0,328;0,06;0,058;0,603;0,333;0,128
4116000;Miraselva;365;904;46,00%;0,247;0,405;0,051;0,07;0,578;0,257;0,122
3530300;Mirassol;6.142;14.418;22,80%;0,26;0,438;0,085;0,072;0,585;0,275;0,102
5105622;Mirassol d'Oeste;7.326;16.378;61,10%;0,314;0,351;0,078;0,061;0,665;0,416;0,313
3530409;Mirassolândia;867;1.913;41,00%;0,278;0,382;0,056;0,037;0,635;0,441;0,117
3142254;Miravânia;1.335;3.262;81,90%;0,311;0,298;0,074;0,081;0,682;0,436;0,294
4210852;Mirim Doce;235;700;27,90%;-;-;-;-;-;-;-
2106805;Mirinzal;6.395;11.990;85,80%;0,265;0,24;0,047;0,018;0,582;0,505;0,196
4116059;Missal;1.841;4.116;37,20%;0,29;0,39;0,095;0,075;0,657;0,359;0,161
2308401;Missão Velha;11.862;30.101;81,70%;0,283;0,321;0,064;0,035;0,655;0,424;0,201
1504604;Mocajuba;11.787;30.375;111,70%;0,319;0,32;0,08;0,053;0,678;0,509;0,273
3530508;Mococa;7.202;17.336;25,60%;0,285;0,443;0,077;0,053;0,617;0,406;0,114
4210902;Modelo;318;830;20,30%;0,294;0,46;0,093;0,05;0,665;0,34;0,154
3142304;Moeda;1.098;2.653;51,80%;0,291;0,369;0,094;0,063;0,66;0,312;0,25
3142403;Moema;1.388;3.464;45,90%;0,264;0,372;0,079;0,055;0,629;0,346;0,102
2509404;Mogeiro;4.807;11.058;79,60%;0,315;0,308;0,065;0,023;0,701;0,462;0,331
3530607;Mogi das Cruzes;66.607;150.880;33,40%;0,277;0,388;0,066;0,05;0,61;0,439;0,11
3530706;Mogi Guaçu;15.194;37.217;24,20%;0,268;0,43;0,087;0,055;0,598;0,353;0,084
3530805;Mogi Mirim;7.684;18.019;19,50%;0,277;0,424;0,081;0,05;0,605;0,35;0,15
5213400;Moiporá;470;1.048;62,20%;0,27;0,342;0,08;0,038;0,633;0,385;0,141
2804102;Moita Bonita;3.502;8.411;76,10%;0,252;0,279;0,041;0,023;0,677;0,371;0,12
1504703;Moju;23.145;60.289;71,70%;0,314;0,337;0,087;0,059;0,632;0,444;0,321
1504752;Mojuí dos Campos;7.181;19.271;82,00%;0,317;0,383;0,119;0,03;0,666;0,437;0,265
2308500;Mombaça;12.599;29.146;77,20%;0,28;0,288;0,051;0,031;0,677;0,442;0,193
3530904;Mombuca;721;1.917;51,50%;0,27;0,422;0,096;0,035;0,647;0,342;0,079
2106904;Monção;9.719;22.728;81,90%;0,343;0,341;0,094;0,072;0,752;0,458;0,34
3531001;Monções;422;975;50,30%;0,248;0,375;0,041;0,044;0,611;0,33;0,084
4211009;Mondaí;930;2.160;21,50%;0,251;0,412;0,105;0,077;0,611;0,136;0,166
3531100;Mongaguá;12.118;27.017;43,60%;0,278;0,384;0,075;0,042;0,609;0,452;0,108
3142502;Monjolos;622;1.392;64,20%;0,278;0,308;0,043;0,015;0,676;0,462;0,161
2206407;Monsenhor Gil;2.708;7.061;68,90%;0,276;0,32;0,065;0,057;0,632;0,412;0,17
2206506;Monsenhor Hipólito;3.033;6.642;87,70%;0,323;0,266;0,057;0,067;0,666;0,443;0,44
3142601;Monsenhor Paulo;1.256;3.120;37,40%;0,247;0,412;0,109;0,018;0,602;0,248;0,096
2308609;Monsenhor Tabosa;7.494;14.973;87,30%;0,287;0,267;0,06;0,031;0,667;0,487;0,212
2509503;Montadas;2.040;4.778;82,20%;0,299;0,309;0,084;0,066;0,73;0,44;0,166
3142700;Montalvânia;3.828;9.465;67,30%;0,28;0,326;0,077;0,015;0,691;0,402;0,167
3203502;Montanha;6.211;13.355;70,70%;0,276;0,345;0,063;0,06;0,662;0,406;0,121
2407708;Montanhas;3.876;9.059;79,20%;0,308;0,319;0,082;0,097;0,723;0,466;0,162
4312351;Montauri;203;559;37,30%;-;-;-;-;-;-;-
1504802;Monte Alegre;18.897;49.055;81,70%;0,304;0,336;0,09;0,035;0,638;0,433;0,294
2407807;Monte Alegre;6.341;15.093;65,50%;0,277;0,316;0,057;0,054;0,692;0,416;0,128
5213509;Monte Alegre de Goiás;2.500;5.686;85,00%;0,31;0,312;0,098;0,05;0,656;0,481;0,262
3142809;Monte Alegre de Minas;4.249;9.207;45,60%;0,284;0,367;0,078;0,071;0,678;0,392;0,119
2804201;Monte Alegre de Sergipe;5.756;12.613;88,00%;0,293;0,293;0,091;0,059;0,705;0,467;0,144
2206605;Monte Alegre do Piauí;3.085;8.046;75,50%;0,302;0,336;0,088;0,06;0,661;0,448;0,217
3531209;Monte Alegre do Sul;697;1.594;18,50%;0,282;0,399;0,07;0,055;0,628;0,425;0,116
4312377;Monte Alegre dos Campos;482;1.328;41,80%;0,317;0,424;0,095;0,032;0,705;0,361;0,286
3531308;Monte Alto;4.438;9.868;20,70%;0,273;0,405;0,068;0,037;0,601;0,409;0,12
3531407;Monte Aprazível;3.796;8.457;38,00%;0,244;0,396;0,075;0,02;0,589;0,279;0,101
3142908;Monte Azul;5.573;12.705;62,50%;0,259;0,277;0,079;0,022;0,633;0,426;0,121
3531506;Monte Azul Paulista;2.364;5.259;29,00%;0,286;0,394;0,067;0,046;0,643;0,479;0,088
3143005;Monte Belo;2.136;5.389;41,30%;0,263;0,361;0,07;0,036;0,659;0,33;0,122
4312385;Monte Belo do Sul;-;-;-;-;-;-;-;-;-;-
4211058;Monte Carlo;1.800;4.508;49,40%;0,272;0,451;0,091;0,059;0,653;0,238;0,14
3143104;Monte Carmelo;4.647;10.920;22,90%;0,271;0,421;0,113;0,062;0,64;0,274;0,118
4211108;Monte Castelo;1.675;4.015;51,90%;0,33;0,395;0,109;0,058;0,734;0,457;0,227
3531605;Monte Castelo;793;1.913;45,30%;0,257;0,361;0,063;0,036;0,649;0,367;0,067
2407906;Monte das Gameleiras;1.007;2.511;110,30%;0,33;0,293;0,077;0,021;0,722;0,42;0,447
1713601;Monte do Carmo;1.951;4.647;81,60%;0,284;0,375;0,112;0,041;0,625;0,378;0,176
3143153;Monte Formoso;1.224;3.274;74,70%;0,287;0,326;0,086;0,015;0,669;0,379;0,25
2509602;Monte Horebe;1.501;3.647;84,10%;0,294;0,292;0,053;0,041;0,719;0,469;0,192
3531803;Monte Mor;12.948;30.200;46,70%;0,259;0,399;0,074;0,056;0,586;0,359;0,082
1101401;Monte Negro;3.412;8.441;73,10%;0,289;0,362;0,109;0,039;0,663;0,34;0,221
2921500;Monte Santo;20.964;43.034;90,10%;0,304;0,234;0,045;0,037;0,722;0,499;0,285
3143203;Monte Santo de Minas;3.770;9.053;43,30%;0,259;0,419;0,072;0,042;0,614;0,29;0,117
1713700;Monte Santo do Tocantins;766;1.884;78,60%;0,277;0,356;0,109;0,044;0,646;0,314;0,19
3143401;Monte Sião;3.478;7.704;32,00%;0,275;0,38;0,065;0,035;0,667;0,391;0,114
2509701;Monteiro;12.264;26.539;82,20%;0,269;0,267;0,051;0,017;0,688;0,428;0,163
3531704;Monteiro Lobato;1.041;2.378;57,50%;0,322;0,362;0,083;0,042;0,652;0,503;0,293
2705408;Monteirópolis;2.637;6.297;87,70%;0,36;0,328;0,09;0,077;0,742;0,434;0,487
4312401;Montenegro;7.024;15.753;24,50%;0,278;0,451;0,09;0,043;0,627;0,344;0,114
2107001;Montes Altos;3.121;7.489;82,20%;0,296;0,325;0,079;0,057;0,651;0,442;0,221
3143302;Montes Claros;78.541;200.434;48,40%;0,248;0,375;0,095;0,038;0,558;0,285;0,137
5213707;Montes Claros de Goiás;1.665;4.035;46,10%;0,247;0,396;0,1;0,021;0,603;0,224;0,14
3143450;Montezuma;2.094;4.953;71,90%;0,288;0,309;0,084;0,042;0,658;0,422;0,215
5213756;Montividiu;2.516;5.985;47,80%;0,267;0,407;0,093;0,047;0,622;0,306;0,127
5213772;Montividiu do Norte;1.329;3.101;82,10%;0,324;0,33;0,114;0,053;0,626;0,441;0,38
2308708;Morada Nova;19.920;40.809;66,40%;0,267;0,286;0,05;0,041;0,632;0,446;0,148
3143500;Morada Nova de Minas;1.541;3.846;42,40%;0,277;0,443;0,097;0,063;0,624;0,229;0,204
2308807;Moraújo;2.432;6.277;76,00%;0,277;0,3;0,047;0,019;0,675;0,426;0,194
2614303;Moreilândia;5.294;10.719;101,70%;0,288;0,263;0,065;0,062;0,621;0,485;0,231
4116109;Moreira Sales;3.405;6.833;61,10%;0,292;0,323;0,067;0,057;0,688;0,489;0,129
2609402;Moreno;18.196;37.019;67,00%;0,288;0,314;0,078;0,036;0,669;0,455;0,176
4312427;Mormaço;458;1.013;36,80%;0,293;0,317;0,038;0,062;0,664;0,406;0,272
2921609;Morpará;2.861;6.480;81,00%;0,317;0,304;0,07;0,095;0,747;0,456;0,233
4116208;Morretes;3.657;8.296;45,30%;0,277;0,389;0,103;0,05;0,629;0,365;0,123
5213806;Morrinhos;9.384;23.008;44,80%;0,227;0,391;0,091;0,052;0,59;0,142;0,095
2308906;Morrinhos;5.558;15.721;69,10%;0,292;0,342;0,079;0,065;0,682;0,388;0,196
4312443;Morrinhos do Sul;493;1.217;39,60%;0,242;0,39;0,091;0,056;0,587;0,25;0,081
3531902;Morro Agudo;4.533;10.323;37,00%;0,285;0,396;0,069;0,04;0,653;0,46;0,09
5213855;Morro Agudo de Goiás;868;2.002;81,50%;0,245;0,317;0,082;0,024;0,609;0,333;0,106
2206654;Morro Cabeça no Tempo;1.759;4.253;97,20%;0,362;0,318;0,099;0,098;0,702;0,501;0,453
4211207;Morro da Fumaça;1.532;4.316;23,30%;0,282;0,454;0,103;0,06;0,627;0,269;0,18
3143609;Morro da Garça;784;1.939;80,40%;0,267;0,344;0,089;0,087;0,678;0,289;0,116
2921708;Morro do Chapéu;8.956;23.076;68,70%;0,281;0,358;0,063;0,072;0,659;0,388;0,144
2206670;Morro do Chapéu do Piauí;1.932;4.788;74,50%;0,294;0,332;0,061;0,032;0,708;0,463;0,166
3143708;Morro do Pilar;849;1.906;60,80%;0,361;0,33;0,087;0,054;0,734;0,411;0,548
4211256;Morro Grande;495;1.305;43,40%;0,261;0,394;0,064;0,059;0,668;0,297;0,084
4312450;Morro Redondo;1.598;3.342;55,30%;0,284;0,303;0,06;0,051;0,662;0,447;0,182
4312476;Morro Reuter;292;676;11,20%;-;-;-;-;-;-;-
2107100;Morros;5.928;15.810;85,20%;0,35;0,322;0,091;0,108;0,662;0,492;0,426
2921807;Mortugaba;3.325;8.452;75,90%;0,262;0,306;0,065;0,035;0,63;0,348;0,189
3532009;Morungaba;1.790;4.592;33,50%;0,284;0,426;0,101;0,056;0,636;0,37;0,113
5213905;Mossâmedes;1.112;2.625;56,40%;0,22;0,328;0,055;0,028;0,587;0,192;0,132
2408003;Mossoró;69.546;143.809;54,40%;0,263;0,332;0,06;0,052;0,627;0,388;0,122
4312500;Mostardas;2.542;5.547;45,90%;0,329;0,385;0,093;0,042;0,671;0,428;0,355
3532058;Motuca;548;1.387;34,40%;0,273;0,341;0,067;0,062;0,664;0,419;0,083
5214002;Mozarlândia;4.071;9.084;61,60%;0,333;0,39;0,124;0,056;0,633;0,449;0,347
1504901;Muaná;10.256;31.714;69,90%;0,325;0,344;0,119;0,066;0,682;0,426;0,313
1400308;Mucajaí;7.596;15.970;88,30%;0,377;0,34;0,098;0,088;0,676;0,519;0,541
2309003;Mucambo;4.483;10.820;79,20%;0,256;0,323;0,046;0,014;0,657;0,369;0,124
2921906;Mucugê;3.512;8.275;68,20%;0,308;0,324;0,094;0,062;0,725;0,434;0,209
4312609;Muçum;681;1.573;34,20%;0,281;0,389;0,08;0,054;0,617;0,292;0,255
2922003;Mucuri;9.760;23.154;61,00%;0,272;0,388;0,1;0,051;0,627;0,284;0,183
3203601;Mucurici;1.826;4.137;75,70%;0,275;0,356;0,08;0,054;0,665;0,392;0,104
4312617;Muitos Capões;379;970;33,70%;0,315;0,425;0,097;0,058;0,675;0,461;0,175
4312625;Muliterno;357;844;49,00%;0,305;0,395;0,155;0,066;0,64;0,316;0,258
2309102;Mulungu;3.665;8.484;80,30%;0,284;0,289;0,062;0,038;0,641;0,482;0,193
2509800;Mulungu;2.644;6.489;73,80%;0,315;0,315;0,085;0,042;0,776;0,449;0,225
2922052;Mulungu do Morro;4.580;10.833;82,40%;0,32;0,29;0,058;0,078;0,636;0,466;0,389
2922102;Mundo Novo;7.730;14.466;83,60%;0,286;0,23;0,049;0,031;0,693;0,514;0,199
5005681;Mundo Novo;7.195;14.391;75,00%;0,32;0,366;0,068;0,068;0,723;0,42;0,272
5214051;Mundo Novo;1.601;4.044;65,30%;0,276;0,364;0,105;0,047;0,647;0,289;0,203
3143807;Munhoz;1.538;3.814;51,20%;0,288;0,413;0,094;0,027;0,66;0,405;0,129
4116307;Munhoz de Melo;1.081;2.510;63,50%;0,261;0,353;0,053;0,043;0,625;0,407;0,085
2922201;Muniz Ferreira;2.625;5.279;73,40%;0,278;0,244;0,04;0,068;0,619;0,43;0,269
3203700;Muniz Freire;3.755;9.899;54,50%;0,292;0,382;0,107;0,07;0,678;0,346;0,171
2922250;Muquém do São Francisco;4.007;9.991;95,70%;0,298;0,308;0,072;0,063;0,684;0,476;0,186
3203809;Muqui;3.478;7.963;57,90%;0,271;0,32;0,08;0,04;0,65;0,409;0,129
3143906;Muriaé;19.274;42.585;40,90%;0,26;0,379;0,066;0,059;0,626;0,359;0,07
2804300;Muribeca;2.713;5.613;71,80%;0,271;0,288;0,062;0,052;0,681;0,459;0,087
2705507;Murici;7.725;18.072;71,80%;0,298;0,396;0,102;0,098;0,724;0,394;0,075
2206696;Murici dos Portelas;2.073;5.298;54,10%;0,302;0,305;0,063;0,035;0,77;0,439;0,198
1713957;Muricilândia;1.234;2.804;83,30%;0,347;0,381;0,102;0,063;0,637;0,398;0,501
2922300;Muritiba;9.736;20.784;72,40%;0,275;0,276;0,05;0,049;0,659;0,441;0,171
3532108;Murutinga do Sul;901;1.904;50,90%;0,272;0,324;0,056;0,076;0,642;0,415;0,122
2922409;Mutuípe;6.376;15.428;77,00%;0,274;0,276;0,059;0,039;0,688;0,409;0,174
3144003;Mutum;5.130;13.905;50,30%;0,273;0,382;0,122;0,039;0,661;0,279;0,155
5214101;Mutunópolis;1.059;2.534;71,10%;0,272;0,345;0,085;0,033;0,653;0,378;0,135
3144102;Muzambinho;3.648;9.397;42,90%;0,243;0,373;0,089;0,025;0,611;0,25;0,109
3144201;Nacip Raydan;835;1.900;77,30%;0,279;0,328;0,069;0,017;0,737;0,403;0,118
3532157;Nantes;474;1.101;41,40%;0,251;0,353;0,065;0,05;0,607;0,37;0,063
3144300;Nanuque;8.480;17.990;51,30%;0,264;0,385;0,089;0,046;0,629;0,358;0,076
4312658;Não-Me-Toque;1.943;4.365;24,40%;0,264;0,417;0,062;0,047;0,623;0,323;0,113
3144359;Naque;2.423;5.600;88,80%;0,258;0,354;0,07;0,052;0,661;0,361;0,052
3532207;Narandiba;950;2.327;40,70%;0,268;0,406;0,081;0,035;0,602;0,4;0,087
2408102;Natal;138.395;290.698;38,70%;0,29;0,358;0,068;0,048;0,655;0,451;0,158
3144375;Natalândia;1.091;2.467;70,10%;0,289;0,34;0,114;0,067;0,688;0,432;0,095
3144409;Natércia;732;1.827;38,90%;0,251;0,312;0,061;0,048;0,633;0,323;0,13
3303104;Natividade;3.572;7.570;50,20%;0,258;0,319;0,047;0,06;0,629;0,413;0,078
1714203;Natividade;2.454;5.754;65,70%;0,278;0,353;0,073;0,047;0,63;0,355;0,207
3532306;Natividade da Serra;1.124;2.825;40,40%;0,286;0,405;0,096;0,044;0,671;0,362;0,136
2509909;Natuba;2.498;6.551;73,20%;0,288;0,309;0,051;0,039;0,704;0,407;0,22
4211306;Navegantes;11.211;28.650;33,20%;0,278;0,465;0,087;0,061;0,586;0,327;0,143
5005707;Naviraí;11.772;25.812;51,20%;0,27;0,397;0,084;0,055;0,634;0,335;0,114
2922508;Nazaré;7.848;16.463;60,80%;0,266;0,286;0,047;0,06;0,643;0,419;0,144
