cod. ibge;ano;pib;impostos_liquidos;va;va_agropecuaria;va_industria;va_servicos;va_adespss
2105005;2021;184411;8801;175610;14571;4606;42331;114102
3200169;2021;184402;10194;174208;35850;26077;51040;61241
3302304;2021;184165;18202;165963;14213;28743;40639;82369
4318424;2021;184148;15555;168594;77046;5998;56507;29043
4108452;2021;184060;7101;176959;94878;21447;31259;29376
3120706;2021;184043;7839;176204;103809;8076;39338;24982
3171808;2021;183953;11956;171996;32383;6475;80303;52835
4318499;2021;183793;13734;170059;58444;60201;32019;19395
2602407;2021;183679;12268;171411;91150;3790;27395;49076
2103257;2021;183588;9988;173599;67041;6532;38381;61646
1722081;2021;183424;11508;171917;45034;20030;28649;78203
2107704;2021;183383;12244;171139;29922;7572;55333;78312
1507102;2021;183191;5340;177852;58503;5440;28955;84954
2107357;2021;183185;7296;175889;41480;4445;37201;92764
4205209;2021;183128;11753;171375;66925;17160;59709;27581
3162559;2021;183099;10752;172348;47629;8291;56627;59801
3131406;2021;183084;5367;177717;105370;8100;35692;28555
2931053;2021;182934;17820;165114;13099;8590;69722;73703
2210805;2021;182823;14783;168040;20292;10621;66524;70602
1716703;2021;182796;12002;170793;41567;8275;60684;60267
3149101;2021;182678;8335;174343;52016;8719;61042;52566
4107850;2021;182658;12127;170532;84792;7904;48380;29456
1300680;2021;182412;4124;178288;25810;9165;30379;112933
4109757;2021;182357;14246;168111;58003;26230;48951;34928
4218756;2021;182298;8325;173973;88933;10298;45310;29432
5007976;2021;182235;7853;174383;104124;7616;23573;39071
1507474;2021;182168;7487;174680;31753;6670;33057;103200
3116407;2021;182017;17456;164561;40499;52513;44202;27348
3554953;2021;181790;13293;168497;43333;6698;86971;31495
2512705;2021;181360;10185;171175;10944;6350;50023;103858
4208609;2021;181338;13980;167358;72986;17352;49520;27501
2608206;2021;181310;12375;168935;8706;39952;41871;78406
2603504;2021;181161;12840;168320;16528;9385;58741;83666
2303303;2021;180984;7765;173220;51365;5192;41909;74755
5214051;2021;180831;12592;168239;85620;5125;46712;30782
3129103;2021;180809;5875;174934;109750;4040;29847;31296
3109204;2021;180725;8560;172165;56678;6809;55684;52994
3205150;2021;180643;10257;170386;48464;24917;43545;53459
2927507;2021;180576;10187;170390;12064;14974;61883;81469
4312153;2021;180535;16647;163889;38710;46484;43432;35263
4306973;2021;180478;13664;166814;84384;11793;45078;25559
3171709;2021;180446;7767;172679;52052;5265;75260;40102
3131158;2021;180315;10172;170143;1869;9332;69466;89476
1718899;2021;180273;10494;169778;114174;3708;30223;21673
2400802;2021;180166;17027;163138;6314;6847;78365;71612
3102100;2021;180132;5676;174456;67073;6717;49606;51059
5202155;2021;180123;11068;169055;77950;5883;45914;39308
2300150;2021;179994;11231;168763;9312;34204;57169;68079
5222203;2021;179899;14192;165707;58414;30275;40305;36712
5002803;2021;179621;9044;170577;94656;5363;23019;47540
2802403;2021;179511;12696;166814;63394;7498;29562;66360
2106409;2021;179239;8109;171130;24299;18690;43650;84490
3159506;2021;179081;5221;173861;83411;27162;31858;31429
2303931;2021;178989;11960;167029;13500;7985;84820;60724
2105104;2021;178973;6425;172548;16641;5154;37642;113111
1400605;2021;178972;10199;168773;43740;7046;25916;92071
5216809;2021;178771;11765;167006;57808;8219;52777;48202
1703057;2021;178654;5509;173144;52114;70648;19091;31291
3537206;2021;178609;9499;169110;32676;8576;73921;53938
4321857;2021;178529;15096;163433;68918;11505;54088;28922
4316477;2021;178468;16965;161503;66042;18015;55159;22286
3122355;2021;178208;27354;150854;2846;35781;72722;39506
1300839;2021;177894;3788;174106;52504;8137;26900;86565
2912400;2021;177793;13873;163920;45093;12503;41366;64958
4300646;2021;177770;18659;159112;25211;44190;44539;45172
3114600;2021;177651;6789;170863;101936;6061;38568;24297
4310462;2021;177628;7610;170018;105825;7494;38424;18275
2931400;2021;177355;11547;165808;8097;14898;105209;37604
1301654;2021;177320;4168;173153;31779;7128;29220;105025
4102208;2021;177317;14074;163243;64318;17343;56706;24875
1706100;2021;177294;7436;169857;80891;8647;26305;54015
4106571;2021;177188;13781;163407;69127;24122;41813;28346
4109005;2021;176967;9850;167117;88277;19732;33066;26041
2302909;2021;176809;9692;167117;26508;5289;51841;83480
3100104;2021;176774;9062;167712;75111;10618;43394;38589
2807204;2021;176736;6173;170563;10452;62203;35435;62473
3537156;2021;176652;17635;159017;21799;18484;96780;21954
2615508;2021;176619;18573;158046;30130;5120;54391;68406
4205191;2021;176541;16800;159741;39966;59779;43240;16756
2929404;2021;176536;24021;152515;36026;6224;65775;44490
3129301;2021;176419;14469;161949;17272;29072;61749;53856
2612000;2021;176225;8869;167357;59072;6481;45927;55877
1302801;2021;176217;4529;171688;18701;7817;25730;119439
1718865;2021;175927;8441;167486;78913;4574;27046;56953
2932408;2021;175893;16603;159290;17358;53500;39135;49297
4213302;2021;175760;10646;165114;58456;36992;38946;30720
4205159;2021;175696;30298;145399;11819;73014;35034;25531
2918308;2021;175604;8936;166668;45936;9337;48808;62587
3544608;2021;175476;8254;167222;72684;5165;57896;31477
2701902;2021;175471;2123;173347;112886;2946;18267;39249
2909208;2021;175256;7331;167925;32173;7368;44051;84332
4219408;2021;175188;11728;163460;41815;45943;48632;27070
4212270;2021;175174;6160;169014;102387;10859;28019;27750
1304005;2021;175042;8448;166594;58572;20700;23226;64096
3554409;2021;174935;7929;167007;42624;15260;63208;45914
2307635;2021;174831;9165;165666;21177;5525;50606;88358
4321469;2021;174783;16555;158227;65149;14830;51230;27018
2703304;2021;174741;5977;168764;37133;4020;39745;87867
1503408;2021;174628;12260;162369;76519;19361;16987;49501
4200903;2021;174544;6336;168209;76673;17930;45574;28031
4115002;2021;174505;10532;163974;60446;18341;48710;36476
5201801;2021;174315;14704;159611;27201;19460;61075;51875
2922706;2021;174263;5006;169257;46848;5840;46115;70455
3113602;2021;174197;18638;155559;29069;9933;81574;34984
2306603;2021;174029;7860;166170;19478;4314;45940;96437
3142106;2021;174006;11090;162916;38362;10757;60444;53354
2403707;2021;173827;4019;169807;5087;81301;40755;42663
3128402;2021;173714;16016;157699;22762;34495;56756;43686
2409803;2021;173619;8679;164940;17036;6916;41800;99187
5220686;2021;173317;21581;151736;15017;34732;67787;34200
2803906;2021;173218;7872;165346;52674;7073;35632;69967
5215652;2021;173192;6456;166736;113489;4988;23785;24475
2929008;2021;172907;6114;166793;38440;13589;52006;62757
3103801;2021;172816;26759;146057;30300;43594;54018;18145
2313757;2021;172797;11899;160898;33360;7327;38466;81745
4108700;2021;172742;7983;164759;90143;6523;37215;30877
3516606;2021;172719;9698;163021;50283;11686;67200;33852
4306452;2021;172601;12892;159708;59127;33173;43611;23797
3134509;2021;172515;6231;166283;55593;53476;33963;23251
4311601;2021;172442;8893;163549;88838;7007;37321;30383
4313037;2021;172365;14886;157479;39991;35830;47678;33980
3203106;2021;172125;10677;161448;28310;9901;59805;63432
3202553;2021;171983;12359;159624;48474;6687;54671;49792
3516101;2021;171949;19428;152521;35659;4960;89443;22459
4124004;2021;171616;7851;163765;90255;8759;35357;29394
1710904;2021;171522;3418;168104;117489;3829;15556;31230
2909406;2021;171353;5994;165359;61113;7464;33860;62922
3107802;2021;171128;8104;163024;31963;7875;57671;65514
2908705;2021;171066;9709;161358;14368;11046;63058;72886
2612307;2021;171051;8676;162375;30621;8384;41102;82268
4120333;2021;170941;20393;150548;58657;20456;46443;24992
3509304;2021;170916;10586;160330;23625;8703;75926;52076
3158201;2021;170840;8450;162390;21490;6340;67180;67380
5212956;2021;170652;7232;163420;90557;6283;41598;24982
3171105;2021;170434;5051;165383;101522;6844;29158;27860
2931707;2021;170404;19713;150691;9341;45402;36852;59096
2306504;2021;170314;7833;162481;19789;5360;44797;92535
4210902;2021;170286;12171;158114;47080;32808;52377;25849
1715754;2021;170118;9689;160429;54230;9342;39000;57857
2111409;2021;170085;6192;163894;44453;4630;34037;80773
4120150;2021;170025;10974;159051;91064;3658;42306;22023
2311900;2021;169856;5429;164427;53256;4014;34207;72951
2919306;2021;169645;11083;158563;25601;10897;71914;50151
2903508;2021;169601;10966;158636;13580;7265;63343;74447
3502309;2021;169558;10879;158679;56226;19234;44276;38944
3544806;2021;169480;7345;162135;44360;6382;78463;32930
2410405;2021;169430;10425;159005;66327;4920;24360;63399
5209150;2021;169369;6703;162665;79082;5567;37699;40317
4313359;2021;169304;17695;151609;45506;40091;37190;28822
4303202;2021;169235;5607;163628;89383;7003;34253;32989
2909109;2021;169096;9915;159181;57131;6565;43287;52198
2516706;2021;169085;7943;161142;19488;10537;46018;85099
5200803;2021;169008;11044;157964;35089;13291;65737;43846
4312104;2021;169005;13417;155589;62877;14224;47467;31020
3525409;2021;168937;5040;163897;97913;9837;34950;21197
4323358;2021;168931;10096;158835;96347;11929;29614;20946
3519253;2021;168922;11824;157099;42584;10675;56934;46905
3152402;2021;168795;8539;160256;18692;13367;55514;72683
2604403;2021;168758;9396;159362;29625;13027;47726;68984
3553906;2021;168350;35283;133067;16002;14259;60792;42013
4312138;2021;168254;10180;158073;92071;4277;38930;22795
2917904;2021;168215;6799;161416;76993;6589;30094;47740
3170057;2021;167991;9497;158494;36453;9775;52909;59358
2501302;2021;167985;7745;160240;10750;5595;39927;103968
2901155;2021;167946;8989;158957;46345;11191;36728;64694
4305959;2021;167928;15961;151966;45673;36946;42108;27240
4311908;2021;167824;10802;157022;55058;16950;54122;30891
2933455;2021;167757;7037;160720;57555;6277;43124;53764
2806602;2021;167665;6907;160758;15892;33048;36708;75111
4313607;2021;167644;11217;156427;76430;9641;43672;26683
5207535;2021;167592;8661;158931;82348;4976;34084;37523
5004809;2021;167493;6792;160701;66159;5599;20730;68214
5108808;2021;167439;8438;159001;94213;5495;25120;34173
2303402;2021;166772;8556;158216;17685;6906;48573;85051
4117404;2021;166707;10015;156692;86417;5874;42793;21608
5100508;2021;166648;6340;160308;58132;9345;20667;72164
4213351;2021;166629;12357;154272;65666;32646;31424;24537
4315156;2021;166516;6751;159765;72788;9272;40016;37689
2701605;2021;166475;5846;160630;21850;3587;39063;96130
2406700;2021;165930;21543;144386;3765;10585;63550;66487
3100500;2021;165824;2957;162867;21965;75038;24519;41345
4214300;2021;165728;9754;155974;69531;13838;50250;22355
4205100;2021;165716;12577;153139;30065;55780;40409;26885
4113106;2021;165663;10886;154777;69414;8030;52174;25159
4304713;2021;165659;7142;158517;54790;22492;28400;52835
3119807;2021;165603;20804;144799;37657;5349;81889;19904
1700301;2021;165480;29156;136324;17292;21956;45844;51231
3142700;2021;165416;8887;156528;19857;6460;60304;69908
3124708;2021;165292;4796;160496;102756;5743;30967;21030
2507309;2021;165130;7419;157711;18410;8022;41823;89455
5204854;2021;165099;16415;148684;33731;30820;42967;41166
4301958;2021;165029;20369;144660;38373;33653;49364;23270
2109270;2021;165015;3633;161382;34967;4937;28541;92937
4116950;2021;164808;12086;152722;80933;8917;31940;30932
5221809;2021;164803;5814;158989;113648;5286;20003;20052
2203503;2021;164731;10599;154132;19391;8558;54584;71600
2509404;2021;164372;10910;153461;16307;23865;36450;76839
2203453;2021;164346;14699;149647;10868;66547;22357;49875
3510153;2021;164319;14945;149374;8454;62469;47862;30589
4204103;2021;164133;10052;154081;55787;22787;50020;25487
2702702;2021;164023;4537;159487;87470;25766;22115;24136
3141900;2021;163786;9857;153928;74265;22674;36001;20989
4322327;2021;163726;7920;155806;87414;5126;34061;29206
2204709;2021;163624;9930;153694;23814;10447;42961;76472
4126108;2021;163480;12771;150708;63347;13870;39269;34223
4301552;2021;163438;10976;152463;68471;13627;43894;26469
4112306;2021;163432;5206;158226;101141;5239;22972;28875
2609303;2021;163406;15103;148303;8121;8569;58173;73440
2309201;2021;163381;9113;154268;16968;13135;50242;73924
2210409;2021;163378;6615;156763;20495;7176;32940;96151
2201309;2021;163172;8284;154888;110123;6479;17916;20370
4120101;2021;163145;21521;141624;47941;30170;34769;28744
2108900;2021;163110;7312;155798;30666;4369;46819;73944
4320263;2021;163087;4558;158529;81879;5049;29252;42349
4200556;2021;163064;20819;142245;31273;29827;63103;18042
3503604;2021;163060;8776;154284;22630;12987;65258;53409
3142007;2021;163017;11759;151257;13889;7088;61816;68464
4107546;2021;162826;8300;154526;86312;11582;30032;26601
3136009;2021;162644;6666;155977;23803;6683;49467;76024
2404101;2021;162617;9024;153593;28640;78754;19906;26293
2310902;2021;162092;8138;153954;28524;4316;44220;76893
4300307;2021;162072;8649;153423;61909;4543;54717;32253
4315958;2021;161912;4529;157383;109714;3582;21606;22481
2601052;2021;161884;7527;154357;7018;4436;42533;100370
3523701;2021;161835;4950;156885;73243;9458;41938;32246
4319372;2021;161663;7524;154139;89212;13584;27501;23842
3546207;2021;161651;17095;144556;26035;21340;64182;32999
3166907;2021;161647;9996;151652;43775;16614;53074;38189
1703800;2021;161641;5963;155678;44530;5812;22966;82370
5107263;2021;161564;5650;155914;110427;3347;13655;28485
4300570;2021;161548;17985;143563;43493;51051;25889;23131
4107751;2021;161509;12922;148587;26927;27219;54273;40168
2920908;2021;161497;11137;150360;30843;7018;47987;64512
4305124;2021;161327;4748;156579;86122;4997;28123;37337
2614006;2021;161153;5411;155741;22085;3967;34130;95559
4312203;2021;161122;8471;152651;67400;14018;42502;28731
2409308;2021;160914;13969;146945;5482;6372;64955;70135
2922656;2021;160863;8898;151965;7248;41381;43324;60011
2607802;2021;160857;5341;155515;33642;7539;33463;80872
2901601;2021;160798;8724;152074;24703;11865;45710;69797
2308609;2021;160699;8845;151854;20111;4102;47068;80573
1200393;2021;160535;2823;157712;25573;4314;22836;104988
5215256;2021;160447;5986;154461;94003;4505;28394;27559
3107703;2021;160334;21389;138945;10696;4892;90131;33226
3107901;2021;160232;9746;150486;35441;7963;54480;52601
4202537;2021;160196;16215;143981;27973;39755;55123;21130
4111704;2021;160064;7285;152779;79038;7862;37429;28450
3202009;2021;159782;12748;147034;36571;17224;54084;39154
1701002;2021;159769;8938;150831;42527;4488;34258;69558
1600105;2021;159543;3979;155564;28583;4596;26866;95519
4323754;2021;159527;11694;147833;90826;6333;27260;23413
2311959;2021;159284;5461;153822;25194;3856;37686;87086
2312106;2021;159277;5500;153778;28383;5157;36529;83710
2104008;2021;159009;10815;148193;16415;8143;54299;69337
2920106;2021;158813;9787;149025;22505;6673;51211;68636
1703008;2021;158741;3876;154866;57534;5336;16247;75749
3140852;2021;158638;7026;151611;53957;6266;30669;60720
4126652;2021;158533;9980;148552;79910;11679;34943;22020
2900405;2021;158468;7502;150966;34769;12035;31727;72436
2404408;2021;158310;12635;145675;3782;28640;45729;67524
2108256;2021;157904;5792;152112;17744;3978;30904;99486
2909703;2021;157843;11804;146039;27208;6150;51699;60982
3141009;2021;157578;8210;149368;11282;8404;72042;57639
4320230;2021;157534;10148;147386;82627;6573;36574;21613
2919405;2021;157521;13342;144180;14738;22753;56780;49909
2615706;2021;157358;11198;146160;8839;5662;59192;72467
1101435;2021;157321;5823;151498;82596;3240;16675;48987
4103206;2021;157283;8287;148996;67069;9207;37720;35000
3154457;2021;157263;5499;151763;66589;4474;40163;40537
4311270;2021;157139;7112;150027;97987;4454;30410;17176
2924603;2021;157115;6615;150499;10290;8502;47049;84658
3123700;2021;157033;11108;145925;15036;6279;63885;60725
2510907;2021;157014;12204;144810;23784;18574;38867;63585
3528700;2021;157011;3703;153308;82795;5129;28518;36866
2112852;2021;156939;6310;150629;60514;4686;29058;56370
3125952;2021;156889;7544;149344;45368;5561;46181;52233
1720499;2021;156734;7579;149155;87585;4580;24105;32885
5203575;2021;156630;5262;151368;100676;4053;20669;25969
4300455;2021;156622;10383;146238;75782;3775;39468;27213
2111078;2021;156403;3958;152445;32776;4585;27583;87502
2926707;2021;155934;6452;149482;36965;7885;50971;53661
4315750;2021;155848;16606;139242;7066;64500;36461;31215
4318622;2021;155631;5924;149708;73182;13519;35332;27675
2913101;2021;155482;8205;147277;36222;11875;36993;62186
1101450;2021;155434;5088;150346;85286;3445;13908;47707
2907905;2021;155394;10285;145109;6205;8157;59516;71231
2903805;2021;155317;6484;148833;31164;8264;36248;73157
2507200;2021;155216;13617;141599;16870;33655;31724;59351
2413904;2021;155199;9953;145246;38026;8996;26351;71873
2904753;2021;154989;7018;147971;20110;4743;38437;84681
4218103;2021;154862;8172;146690;59263;7968;47058;32401
2608008;2021;154862;7289;147573;12988;4096;41388;89101
5219738;2021;154832;15793;139040;14016;38956;51735;34334
3116902;2021;154809;6623;148187;91934;5385;27974;22894
3153004;2021;154731;7322;147410;91852;6054;27043;22461
4311254;2021;154689;4432;150257;84630;3921;22374;39333
4124905;2021;154606;11693;142913;61101;14924;35428;31460
2907608;2021;154525;11485;143040;8112;8402;54234;72292
3539905;2021;154423;14429;139993;33295;30294;45649;30755
2702553;2021;154329;3809;150519;34144;4049;30542;81784
1300904;2021;154316;4333;149983;23312;6976;26297;93398
4101150;2021;154209;10155;144054;77282;4289;41449;21034
2303600;2021;154108;5650;148458;24702;3744;35333;84679
5219100;2021;154107;14356;139751;26340;40343;39711;33357
2503506;2021;154036;6605;147430;13291;4954;36597;92588
2306801;2021;154002;8758;145244;31063;6416;45304;62461
3101409;2021;153961;32244;121717;18311;6171;76562;20673
4126207;2021;153897;10657;143240;55498;18014;32112;37616
2608057;2021;153793;10323;143470;15671;6098;42334;79367
4123204;2021;153522;10810;142712;46765;20230;53867;21850
4126900;2021;153437;10630;142807;57915;9639;44616;30638
2102705;2021;153436;7432;146004;8272;6847;41941;88945
3556354;2021;153401;11482;141920;12805;13570;72837;42707
4312427;2021;153333;11933;141400;69723;4160;43619;23898
3524204;2021;153278;6054;147224;53492;8042;49076;36614
2906824;2021;153151;9729;143422;28621;8090;43325;63386
3547007;2021;153024;10016;143008;29120;26485;55640;31763
2929255;2021;152905;6522;146383;13759;9875;42087;80663
3511201;2021;152902;10524;142378;22123;12343;72451;35461
