cod. ibge;ano;pib;impostos_liquidos;va;va_agropecuaria;va_industria;va_servicos;va_adespss
2311801;2021;1158523;121211;1037312;120601;152377;432063;332272
2929305;2021;1155355;235135;920220;32193;262309;469840;155878
5215231;2021;1154068;94963;1059106;6539;86564;478688;487315
2104800;2021;1149837;91535;1058303;187243;214466;393253;263341
4213609;2021;1149800;105922;1043877;107608;300726;462936;172607
4309407;2021;1149050;118495;1030556;106750;361091;412648;150067
4319000;2021;1145389;191265;954124;48242;409878;374442;121563
3134905;2021;1143965;225002;918963;45068;340837;394607;138452
4119608;2021;1140848;89986;1050862;359232;102088;441496;148046
4108809;2021;1140009;109523;1030487;230163;94243;529867;176214
2104057;2021;1138794;53350;1085443;78195;618797;226655;161796
2928604;2021;1137909;163429;974481;72106;266501;383001;252872
3503703;2021;1136911;187586;949326;22473;198112;676702;52039
3518602;2021;1135134;117519;1017615;68504;250885;512978;185248
1600279;2021;1134587;32693;1101894;13271;366775;196686;525162
4216503;2021;1133168;48003;1085165;483707;56433;404294;140731
4301305;2021;1131508;51429;1080079;675999;45049;246320;112711
5200308;2021;1128054;155677;972377;105083;251299;460072;155923
3507902;2021;1123987;120522;1003464;109573;280080;482125;131687
4302808;2021;1122667;81898;1040769;257114;195154;387616;200885
4312617;2021;1122084;66009;1056075;677494;180344;168323;29914
3552106;2021;1120219;109977;1010243;113685;134640;581523;180395
2704500;2021;1118831;49706;1069125;473860;32767;390607;171891
3116605;2021;1118680;169410;949270;63594;345771;397107;142797
5003306;2021;1117659;113839;1003820;231015;81336;451934;239534
1505064;2021;1117034;73856;1043178;399142;26054;253633;364349
3145000;2021;1116305;55270;1061035;372826;350835;242568;94806
2313500;2021;1115144;76092;1039052;72027;491503;224615;250907
5105903;2021;1114914;89178;1025736;215544;525085;179918;105189
4307500;2021;1113102;104289;1008813;441676;83366;388810;94962
3138401;2021;1113027;113923;999103;74611;82167;600948;241377
2407203;2021;1111123;45478;1065645;40768;546976;290913;186989
2915601;2021;1111051;94662;1016389;282039;104994;388077;241279
2311306;2021;1109869;87671;1022198;104794;66048;489828;361528
4104501;2021;1106732;102311;1004421;215803;358177;332735;97705
3145604;2021;1105051;102850;1002200;121511;190300;502921;187469
2915205;2021;1103084;28814;1074270;55092;741103;206446;71629
3160702;2021;1102977;173128;929849;21028;290979;406171;211671
5208806;2021;1102687;134789;967899;30259;234852;482636;220151
5104104;2021;1099235;130868;968367;153431;151234;426192;237510
2905206;2021;1098650;75995;1022655;29232;439607;342285;211531
1304203;2021;1098392;46928;1051465;191608;227130;249041;383685
3540903;2021;1096526;180521;916005;38147;395874;352139;129845
4115606;2021;1096411;122194;974217;240536;350089;282720;100872
4321303;2021;1094080;145205;948875;104214;371987;330218;142456
4209409;2021;1093598;69671;1023927;130256;93209;570203;230258
4211009;2021;1089117;127108;962009;79175;535327;281716;65791
3534609;2021;1087490;121790;965700;41704;266871;525323;131803
3537404;2021;1087485;121886;965599;115617;87880;631252;130849
2930501;2021;1086778;113076;973702;24926;94870;523798;330108
4219002;2021;1086622;118350;968272;49833;467163;326708;124568
3162922;2021;1083354;139775;943578;46947;432950;295956;167725
4306908;2021;1080943;55555;1025388;568396;46321;250059;160613
3140704;2021;1079651;97952;981699;32711;437857;352500;158631
4304200;2021;1078186;93730;984456;291983;179061;335930;177482
5107008;2021;1077754;45915;1031839;725270;83756;113997;108817
3110004;2021;1074938;88487;986452;28647;288287;457302;212215
4211603;2021;1074495;140796;933699;114355;377993;353760;87591
4108601;2021;1074430;108657;965773;223081;119040;476637;147016
2303501;2021;1074377;91355;983022;127386;128475;411528;315633
1506583;2021;1072244;39694;1032550;337616;442886;147369;104680
4203907;2021;1070601;117861;952739;90411;327168;406433;128727
5103056;2021;1068396;53353;1015043;574830;195095;160457;84662
3170800;2021;1067613;165878;901735;101082;330955;275097;194601
3505807;2021;1067217;65553;1001664;461928;123143;306440;110153
4208401;2021;1064726;112226;952500;174837;326206;350348;101109
5006275;2021;1064299;61459;1002840;602118;225734;117380;57608
4106308;2021;1064215;76366;987849;491697;63614;342663;89875
3114303;2021;1060224;102757;957468;268999;115686;412202;160581
4311007;2021;1059392;62513;996879;475652;42338;332571;146319
2302206;2021;1059006;44231;1014775;370244;168283;247368;228880
3107109;2021;1058550;91566;966984;253237;86831;435502;191415
4117503;2021;1057772;106396;951376;67137;193444;487469;203326
1100106;2021;1054179;180691;873488;77442;40473;436338;319235
5215603;2021;1052149;57295;994854;501946;58677;267669;166561
5200134;2021;1051834;73899;977935;480043;71129;310679;116084
4111902;2021;1049416;110865;938551;154969;382481;325000;76101
5001904;2021;1049030;122991;926039;85011;355537;315939;169551
4208104;2021;1047601;79341;968260;322531;233665;291322;120743
5103700;2021;1044898;55591;989308;667703;64121;158031;99452
2909802;2021;1042406;125244;917162;17568;105876;548586;245131
3502507;2021;1041067;52340;988727;3003;39568;762869;183287
2412203;2021;1040964;162265;878699;58942;122526;435719;261512
1508001;2021;1040635;105616;935019;224587;109071;265620;335742
2108603;2021;1040054;116277;923777;61755;67501;484896;309626
4212502;2021;1036821;99871;936950;66822;121440;551482;197206
4102406;2021;1033526;67476;966050;303679;103444;406950;151977
5106257;2021;1033278;81506;951772;336268;214317;254078;147109
4321907;2021;1033028;106539;926490;165138;164114;444841;152397
5107248;2021;1032326;64899;967426;657556;30499;239210;40161
1303536;2021;1031905;43096;988809;95259;433687;193115;266748
2806701;2021;1031740;81070;950670;36460;100436;368420;445355
2927002;2021;1031585;25606;1005979;626455;35301;181102;163121
4216305;2021;1029641;116591;913050;19831;306950;393091;193178
4113304;2021;1027784;110213;917571;189234;110915;465810;151612
4318200;2021;1026513;64089;962424;475151;92412;261245;133616
2109007;2021;1026129;147920;878209;57602;403830;307435;109341
5214002;2021;1025028;121658;903370;80222;439352;292770;91026
1504455;2021;1023972;47139;976833;626710;40576;165177;144370
5001243;2021;1021642;98794;922848;577099;40555;207884;97309
5214507;2021;1021184;137475;883709;43501;310825;378078;151305
2300200;2021;1020201;66674;953527;133170;264942;289733;265682
5107792;2021;1019978;32990;986988;852008;21977;68962;44041
5005251;2021;1017180;91901;925279;638470;33138;188029;65641
3529708;2021;1016137;27105;989032;198446;442258;230862;117465
3521705;2021;1016119;100051;916068;304163;34938;485006;91961
5205497;2021;1006150;72903;933247;56617;140145;380821;355664
1703842;2021;1004931;33930;971000;706472;22035;161822;80671
3514908;2021;1004655;134561;870094;101619;371413;300563;96499
3522901;2021;1003729;148216;855513;23468;300837;466055;65153
2402600;2021;1002205;97436;904769;74458;45712;365318;419281
2612208;2021;1002105;136381;865724;15847;72095;492140;285642
1301852;2021;1001862;58303;943559;303362;123196;211279;305723
3305406;2021;1000575;199298;801277;43378;197879;395231;164789
2930105;2021;998686;99865;898820;15681;95660;496346;291134
1711902;2021;998445;76440;922005;507608;48546;259865;105985
4211751;2021;997982;103678;894304;127280;390038;258805;118182
3128006;2021;996965;102182;894783;48641;229855;451597;164690
2914703;2021;996855;111983;884872;55219;104342;467843;257468
3110509;2021;990373;161532;828841;18711;313583;380424;116123
3553807;2021;988152;114374;873778;132340;66621;574067;100749
3162005;2021;987545;120257;867288;157543;203916;381139;124690
1100155;2021;985868;96926;888942;216209;71160;352557;249016
4214003;2021;985009;88889;896119;79440;397125;317709;101845
1508084;2021;984423;144816;839608;177158;129980;355212;177257
3121605;2021;984259;75881;908378;64945;100772;522319;220342
2706703;2021;983851;47573;936278;250959;46160;351093;288065
3542404;2021;983725;147635;836090;72281;119719;534674;109416
3166808;2021;983222;26060;957162;429056;266287;189575;72245
4109609;2021;982249;72417;909832;73128;109608;488166;238930
5002100;2021;976922;68821;908101;314007;193825;221066;179203
4311155;2021;975407;30177;945230;709902;23080;152744;59504
3124104;2021;973105;75330;897776;49667;94711;425332;328066
4313201;2021;972684;163577;809107;57426;200432;415780;135468
3101508;2021;971810;59101;912710;13247;330892;404735;163836
1505031;2021;971539;133054;838485;232428;92457;367125;146476
3506607;2021;971016;39749;931267;471704;46493;280353;132717
3521002;2021;969694;137729;831964;21813;308393;333670;168088
3130101;2021;967312;93451;873861;88040;176873;385672;223276
1100452;2021;966552;73301;893251;336953;35153;248229;272916
1505106;2021;965930;36196;929734;426321;106455;148005;248952
3203056;2021;963635;57876;905759;163642;295451;271764;174902
2601904;2021;962826;101690;861136;25870;184472;359491;291303
3544103;2021;960727;104926;855801;843;162026;506839;186093
3201902;2021;957684;74985;882699;172884;149377;388158;172279
3511409;2021;956914;99085;857829;107439;239460;417798;93132
3550209;2021;954225;46293;907932;391384;47115;328950;140484
2304103;2021;952649;64343;888306;92298;50095;438111;307802
3521101;2021;947912;121804;826107;24395;486814;272643;42255
4111506;2021;947878;88950;858928;148004;52884;504913;153127
4300901;2021;946969;17484;929485;113659;698597;64230;53000
3169604;2021;946559;80267;866292;281661;114879;319118;150633
1505809;2021;945733;22969;922764;466733;34412;102628;318991
3535804;2021;945145;96041;849104;243679;37732;456222;111472
2708501;2021;943656;78137;865519;357182;183402;152238;172697
4116901;2021;943235;103897;839338;162071;158377;380488;138401
4105300;2021;942787;100456;842331;282695;245902;249149;64584
1502939;2021;940611;96526;844085;233612;49662;303092;257719
5215306;2021;938155;58282;879874;521167;84743;201205;72759
2401107;2021;935974;79648;856326;18116;388193;273954;176063
3521903;2021;935220;87198;848022;195825;238575;333653;79969
3127008;2021;935152;16910;918242;14944;667522;117385;118391
1506500;2021;935129;120788;814341;117822;69326;328967;298226
5107354;2021;934694;39599;895095;710340;18728;117704;48323
3146008;2021;934189;131131;803058;58973;156445;435049;152592
4314472;2021;931832;14906;916926;164251;654427;61969;36278
4217006;2021;929134;117462;811672;178637;286417;270302;76315
3200805;2021;928265;68264;860001;52844;382635;258176;166347
3539202;2021;927781;109729;818052;34318;285286;371560;126887
4204707;2021;927504;121530;805974;102198;199388;442173;62215
2610608;2021;926328;45181;881147;358993;55295;204608;262252
4102307;2021;926222;127527;798696;103744;396063;221291;77597
3538808;2021;926203;70517;855686;91330;126490;496910;140956
3521804;2021;924897;81089;843807;301407;68360;347177;126863
2610004;2021;924146;107351;816794;18402;29520;484185;284687
5207402;2021;923319;64286;859033;292859;276705;212986;76483
4211207;2021;922021;142615;779406;16711;360133;300872;101690
5211800;2021;919741;75245;844495;156684;107873;352456;227482
5106422;2021;918582;83480;835103;236598;96542;264986;236977
3147402;2021;918487;77322;841165;47061;149845;522423;121836
4119103;2021;916954;108215;808739;182050;414890;144790;67009
2208403;2021;916771;81733;835037;22567;109691;381737;321042
2614501;2021;915558;97630;817928;16176;83789;423487;294477
2928802;2021;914071;125910;788161;17037;173030;385419;212675
4212106;2021;913735;74288;839447;269137;58686;429720;81904
2302800;2021;911356;64973;846383;60721;72822;370446;342393
4217709;2021;910229;66373;843856;180626;133745;382860;146624
4105409;2021;909328;83341;825986;250635;140273;320941;114138
5106216;2021;909160;40440;868721;339667;336205;104793;88056
3300605;2021;908167;93151;815016;55743;98643;356690;303940
4302352;2021;906593;183379;723215;35807;295438;308255;83714
3155504;2021;906353;44021;862333;539565;41498;210567;70703
1100320;2021;905335;65762;839574;381639;82314;199587;176034
5204300;2021;904592;82339;822253;134187;422126;172847;93092
3535309;2021;900627;120083;780544;110010;109062;449960;111512
4319505;2021;899457;131419;768038;31530;204863;384946;146700
3502705;2021;897713;73100;824613;259421;190903;257956;116332
2914406;2021;897366;92128;805238;50397;467817;187795;99230
3553955;2021;897036;104215;792821;56414;342397;316519;77491
3554805;2021;896634;89772;806861;12195;180772;398575;215319
3517505;2021;896415;104994;791421;68217;284894;343740;94570
3507803;2021;894831;105963;788868;93166;147133;414074;134494
3103009;2021;894624;27033;867591;32327;596954;179478;58832
2103208;2021;894509;85665;808844;37813;37520;405356;328154
1501808;2021;893933;59797;834137;59887;32582;230788;510880
4127403;2021;893579;76874;816705;346675;91754;286492;91784
2609402;2021;892506;88719;803787;64912;175308;279647;283920
4115705;2021;892346;71152;821194;2138;100646;495972;222438
3162948;2021;891476;13415;878062;87668;678372;67684;44338
4124806;2021;890646;106735;783911;194521;199757;331021;58612
1100130;2021;890320;52916;837405;352193;34664;174795;275753
2101608;2021;889327;78590;810737;72029;38108;363493;337106
3112307;2021;888063;77390;810674;178060;92949;362131;177533
4106506;2021;887353;106052;781301;235766;114171;325839;105524
3300506;2021;887304;112636;774668;105464;184755;252075;232374
3550407;2021;886336;77104;809232;64624;64261;514871;165476
4204251;2021;885040;133842;751198;32311;326054;289640;103193
2908408;2021;884633;84696;799936;40437;133769;377641;248090
4102109;2021;882969;71050;811920;224774;136160;321768;129218
5007935;2021;881057;68480;812577;345329;144644;186578;136026
1709302;2021;880403;96271;784132;146991;38560;410569;188012
4314605;2021;880273;32280;847993;518081;47488;158181;124242
2803203;2021;880245;160305;719940;55423;236186;216836;211495
5108600;2021;879190;69473;809717;394344;25648;226576;163149
4109708;2021;878479;83892;794587;199418;105482;348310;141377
4202453;2021;877306;62662;814644;33298;125689;484734;170925
5210208;2021;876296;91076;785220;94745;92070;432712;165693
3204203;2021;876050;36610;839440;19957;445226;249357;124901
3130705;2021;875663;60805;814857;255034;411512;99234;49078
2907202;2021;875278;69206;806072;163856;127332;230515;284368
2610905;2021;869651;96068;773583;48340;83534;318475;323233
3533601;2021;868092;104590;763502;76783;323152;317397;46170
4319158;2021;867928;38154;829774;564984;25771;182818;56200
1505486;2021;867605;43953;823652;413225;28158;149731;232538
5106281;2021;863038;35395;827644;676017;22100;81503;48024
1705508;2021;862139;96332;765807;92361;78660;333011;261775
3204104;2021;861702;115335;746367;155894;169644;271411;149418
5002308;2021;861259;48440;812819;585629;23784;108300;95106
3157708;2021;860482;81175;779307;230710;216684;254339;77574
1301704;2021;860168;60860;799307;183793;77643;254811;283061
4106605;2021;859412;77656;781757;174734;170203;329028;107791
3512209;2021;859274;98226;761048;46362;238864;349404;126419
2708808;2021;858796;19532;839264;473848;19578;167529;178309
2413359;2021;858724;86821;771903;45640;565336;80193;80733
5222005;2021;857968;66056;791912;415875;43893;256419;75724
4212205;2021;853750;74171;779579;199739;188614;293532;97694
4208807;2021;851847;54323;797524;105209;127542;454443;110330
2929503;2021;850111;116387;733725;25523;261890;262344;183969
4104428;2021;850089;58678;791411;411757;59588;230399;89668
3135050;2021;849210;73887;775323;208983;147112;230823;188405
5103254;2021;849114;65967;783148;169490;200020;172016;241621
1716505;2021;848671;55264;793407;420746;135393;130680;106587
3133600;2021;848636;192779;655857;11335;38583;551578;54362
4317806;2021;848436;78378;770059;335207;56338;297949;80565
5204805;2021;846728;32127;814601;601035;29170;134809;49586
3304805;2021;845192;82700;762492;63650;68309;296015;334518
3551603;2021;845122;80557;764565;84670;62088;489895;127912
4217808;2021;844581;95125;749456;134781;183923;330787;99966
4316600;2021;843823;107156;736668;214643;108381;320788;92855
2930774;2021;843210;23026;820184;24871;572816;105621;116876
3160405;2021;843029;45702;797328;352781;47343;263047;134156
1503705;2021;841956;34109;807847;396489;27777;143845;239736
3301108;2021;841421;72343;769078;40422;345749;199717;183189
4107256;2021;841251;389327;451923;39083;92463;270798;49579
2302602;2021;839500;50783;788717;96180;154076;280667;257794
2608909;2021;838343;89265;749078;38356;68987;382509;259225
4105706;2021;838016;58953;779063;336356;109085;248513;85108
5105622;2021;835683;108894;726788;114806;134640;291100;186243
3514106;2021;835299;104978;730321;111840;150387;343848;124246
3547601;2021;833444;133002;700442;42430;218542;313616;125855
3501004;2021;833396;40032;793364;386045;28794;296402;82123
4304663;2021;830082;77128;752954;153536;207563;230050;161805
4218509;2021;829463;104421;725042;66979;309985;295209;52870
4322707;2021;826716;117609;709106;78996;126284;336222;167604
3539103;2021;826672;76849;749823;232;358647;286915;104029
5005004;2021;826472;103162;723310;144956;48847;340483;189023
3547502;2021;825835;92582;733253;88083;115490;408510;121170
5219753;2021;825618;59796;765823;35623;56201;310981;363018
3135209;2021;824599;62066;762533;54588;36273;376185;295487
3541505;2021;823130;61856;761274;33876;33625;543918;149855
5204409;2021;821653;45995;775658;432944;45808;196172;100734
3541703;2021;821159;103304;717854;56281;266167;328347;67059
4116703;2021;819786;77690;742096;322643;94744;262945;61764
5107800;2021;819097;35275;783823;510804;56637;93250;123132
4103602;2021;819083;75722;743361;174603;157116;287776;123867
2302503;2021;817034;69302;747732;83140;117723;318299;228570
4101101;2021;816548;96532;720016;119514;144803;351239;104460
2414407;2021;814845;47913;766932;99515;286754;173529;207133
5004304;2021;811297;63835;747462;392061;87606;152934;114860
3144300;2021;808599;84546;724053;45108;127511;381715;169719
3526001;2021;807879;77443;730436;73463;177595;380558;98821
1504802;2021;807340;37772;769568;295334;33816;167588;272831
4313060;2021;805694;71726;733968;3903;416575;189503;123987
4321709;2021;805145;93230;711915;11291;290945;256719;152961
2508901;2021;805007;83830;721177;86079;105548;292542;237008
2403103;2021;804231;87214;717017;19164;80321;364934;252598
4318101;2021;804119;31708;772411;437723;23417;197344;113926
3159803;2021;802690;64984;737706;219824;131302;244158;142423
3514304;2021;802299;177615;624684;28553;314883;231734;49515
4312906;2021;802206;63257;738949;135480;400424;145876;57169
4213104;2021;801118;11756;789362;37415;620210;98244;33493
4204509;2021;797518;68776;728742;208628;210017;219273;90824
4300802;2021;797510;116695;680814;83539;262422;254353;80501
4305207;2021;796775;172693;624082;83746;73911;386544;79881
4201208;2021;796471;82201;714270;244182;184380;230842;54867
4105904;2021;796317;65317;731000;93778;199592;314514;123116
5106299;2021;796220;32268;763952;164183;423541;83457;92771
2910701;2021;795415;55955;739461;164926;48880;298996;226658
1501782;2021;794309;78564;715744;127550;159464;149788;278942
4308904;2021;793661;74511;719150;170451;130786;319887;98026
4114005;2021;793216;59654;733562;378550;31895;245126;77991
1507607;2021;793139;51282;741857;248069;47210;173875;272702
4318507;2021;792698;50981;741717;117293;241974;213838;168612
4210001;2021;792697;99748;692950;185372;230208;201553;75816
2804508;2021;790790;86031;704759;108597;55910;332586;207665
2807105;2021;790408;96789;693619;138553;84958;254380;215728
4112108;2021;790200;117381;672819;64851;142221;356688;109059
2106755;2021;788634;63861;724773;15486;508601;79810;120877
2108207;2021;787721;71118;716603;20048;189375;357611;149570
4126272;2021;786348;11865;774483;53838;631300;42761;46584
4200101;2021;785840;53710;732131;253354;99916;278831;100030
4317905;2021;784068;114707;669361;229303;74579;280685;84794
5002902;2021;782983;80729;702254;163062;116621;274843;147728
4320404;2021;782299;92188;690111;106448;174289;297530;111843
2609907;2021;780513;66236;714276;35603;70981;302230;305462
3105103;2021;780013;64681;715332;245778;86418;273969;109166
1200450;2021;779672;31621;748050;391220;30582;150418;175830
5005681;2021;778607;179343;599265;69123;148655;249237;132250
2701100;2021;775410;2194;773216;658731;10645;48277;55563
2921906;2021;774940;24024;750916;565927;37676;99742;47571
1508159;2021;774530;51696;722834;281380;35214;191359;214881
1100098;2021;773381;77583;695798;202434;54689;221164;217511
4205704;2021;773131;84220;688911;20305;81396;446226;140984
2105401;2021;772940;85268;687672;27885;100513;292814;266459
3127800;2021;770889;10711;760178;184816;437051;56596;81716
5101852;2021;769151;36442;732709;574190;17165;88571;52783
2306553;2021;766786;42860;723926;77678;305283;157933;183032
3531407;2021;766600;64127;702473;89783;167344;325577;119769
5215504;2021;765399;70879;694520;39382;459503;146542;49093
2615409;2021;764572;104600;659972;444;109199;319330;230999
5208905;2021;763707;58654;705054;184855;45582;358888;115729
3204708;2021;762065;66535;695530;90351;100421;323491;181266
3509403;2021;761749;72204;689545;145198;127358;285865;131125
5008008;2021;761171;58832;702339;310427;102622;138491;150799
4217402;2021;759385;100558;658827;33413;230638;278253;116522
5001508;2021;759094;54006;705088;497303;27938;111790;68057
4113908;2021;758426;74619;683807;207590;243267;162110;70839
4205308;2021;758314;111924;646390;192990;181042;206135;66223
1304062;2021;758036;63298;694738;20271;50521;227286;396660
3142809;2021;757892;38810;719082;375995;35002;203856;104229
2409902;2021;757494;53943;703552;277388;223525;104515;98124
4121703;2021;757420;53608;703812;305688;43420;231702;123002
5107180;2021;756831;48637;708194;491685;20433;121589;74487
2109106;2021;755768;103987;651781;36345;33513;405626;176296
3529203;2021;754950;55064;699887;169681;87075;310024;133106
3515202;2021;753257;90647;662611;47013;322399;252574;40625
4111209;2021;753038;75697;677341;173751;195558;247357;60674
3113206;2021;751899;84374;667525;134523;173999;231900;127103
4210605;2021;751784;77678;674106;128166;212476;238931;94534
3128600;2021;750723;25619;725104;521504;32419;124304;46877
3158953;2021;750463;85949;664514;12579;182547;298909;170479
4101002;2021;750402;89406;660996;137753;169447;256777;97019
2102325;2021;748132;51237;696895;168367;26164;233222;269142
1200500;2021;748094;25950;722144;209649;36344;153428;322724
2615300;2021;746607;69988;676619;42180;75802;317843;240795
2401453;2021;746402;102779;643622;73461;197064;189704;183393
1500404;2021;745403;24778;720625;302185;24543;135317;258580
2110005;2021;743553;40156;703396;179715;21302;201566;300813
4121406;2021;743115;78936;664180;171980;73304;334132;84763
1100056;2021;743037;131904;611133;151690;27412;308666;123365
1100338;2021;742687;32971;709716;344263;21482;129299;214672
4305306;2021;741826;48832;692994;393768;47387;196006;55832
3536000;2021;741786;79336;662450;113240;229654;267073;52483
3151404;2021;741338;59152;682186;88240;131366;339566;123014
3511607;2021;740569;53753;686816;62225;88445;445274;90871
2111607;2021;739661;57713;681948;416216;26707;154106;84918
3530102;2021;738742;57287;681455;153563;95680;310448;121764
3305158;2021;738568;142099;596469;190494;52310;150892;202774
4218806;2021;737826;67641;670185;146869;166707;287734;68874
2305407;2021;737489;48645;688844;110148;42021;261107;275568
3109402;2021;736130;40805;695325;347005;24935;178889;144497
4313656;2021;735603;42837;692767;171623;266750;177309;77084
5205406;2021;734660;81038;653622;25785;130435;389612;107790
2701407;2021;734648;52647;682001;150206;100779;149033;281982
1100015;2021;734469;49596;684873;311469;27847;172435;173122
1506187;2021;734050;63277;670773;176745;41617;221511;230901
1716604;2021;733929;11114;722815;295280;287006;45271;95257
4323804;2021;733151;69891;663259;4233;93835;388914;176277
1400472;2021;732356;71567;660789;104178;42449;161711;352449
5106232;2021;732123;58097;674026;183303;226128;131549;133047
2910602;2021;731909;45014;686895;93211;210587;214011;169086
4316006;2021;731607;92810;638797;27747;223350;263319;124382
3153400;2021;731489;36077;695412;382699;30421;178430;103862
4319802;2021;730553;49281;681272;278836;217461;129518;55457
4122008;2021;729595;42980;686616;376924;92359;139740;77593
3129707;2021;728305;33858;694447;138203;344492;137421;74332
5000906;2021;727455;117081;610374;247294;20432;275463;67185
5104203;2021;727167;27472;699695;485423;20506;91786;101981
3300936;2021;726769;22065;704705;13339;339637;152594;199135
3133758;2021;724266;87613;636652;26986;349764;172195;87708
2614204;2021;722495;46429;676066;150069;127952;172543;225502
5104542;2021;721462;36271;685191;512063;17816;102878;52434
4213708;2021;718985;70933;648052;76167;212700;269019;90167
4304903;2021;717919;92491;625429;184465;132679;250558;57727
5217708;2021;717210;45225;671985;312620;63999;206422;88945
2926608;2021;716571;65046;651524;76925;52006;313720;208874
1200609;2021;711884;30960;680924;176339;23416;158432;322737
2313302;2021;711836;54722;657114;99459;39185;294449;224021
4128500;2021;711254;75009;636244;162753;56344;325498;91650
3111408;2021;710907;56046;654861;316157;127003;159192;52509
1507458;2021;710684;103515;607170;175716;155057;146086;130311
3501301;2021;709876;98091;611785;43126;121126;335572;111961
2401008;2021;709591;54167;655424;65975;168019;229539;191892
5106505;2021;709536;69801;639735;123051;58188;245883;212613
2409407;2021;709333;96693;612640;9012;38730;389069;175830
5205901;2021;709241;73290;635951;131904;264263;175402;64382
5216452;2021;708388;34265;674124;316245;227874;96841;33163
4126603;2021;706595;62541;644054;128389;153893;258344;103428
3520442;2021;706075;42162;663913;73083;39868;408260;142701
3123601;2021;705930;77424;628506;143200;104694;247637;132975
2202208;2021;705863;68245;637618;36630;52833;297338;250817
4122701;2021;705340;81038;624302;107204;223254;250645;43199
3111606;2021;704550;36918;667632;272058;33000;232246;130328
5218300;2021;703571;75420;628151;61721;55071;333619;177740
3205069;2021;702153;83342;618811;77227;78060;332828;130697
4101200;2021;700920;80730;620190;18046;170098;325324;106722
3553302;2021;700419;63284;637135;78980;158477;304125;95553
4203303;2021;699636;85926;613710;51047;320170;173285;69208
5206404;2021;699319;57529;641790;102033;258405;183360;97992
4113502;2021;697990;73702;624287;68566;149007;295970;110744
5000708;2021;696967;65757;631210;141825;109527;212307;167551
2208908;2021;695855;39858;655997;513715;28632;70995;42655
2907509;2021;695391;73449;621941;9815;117759;288050;206318
3114402;2021;694617;42603;652014;239318;96427;213516;102753
3305752;2021;694549;56443;638106;17472;46116;250449;324069
5212204;2021;693476;62343;631132;226436;45587;269492;89617
5220207;2021;691572;56098;635474;211899;35064;263146;125365
4211504;2021;691466;71848;619618;23443;330213;187177;78785
1503309;2021;691233;40520;650713;188507;38043;126218;297945
4126504;2021;690824;66541;624284;168694;86588;274464;94538
3168101;2021;689238;60444;628794;123205;366261;99245;40083
2609501;2021;688468;77981;610487;55048;144044;235329;176066
1500503;2021;688370;66886;621484;88297;217317;118135;197734
4114104;2021;687776;62842;624934;140404;75553;294955;114022
4306932;2021;687576;64998;622578;279914;26463;259974;56226
4124053;2021;687387;79959;607428;119495;63245;302595;122094
1302702;2021;686279;29089;657190;184244;41056;128373;303518
1200104;2021;685636;80025;605611;185724;45440;171335;203112
2704203;2021;685127;24475;660653;395914;27993;87298;149448
3303856;2021;684863;86492;598370;61124;58524;222055;256667
3541802;2021;684733;76882;607852;101588;314270;163503;28491
3508009;2021;684130;53463;630667;225588;54819;250756;99504
3508801;2021;682544;71637;610908;107405;170241;243593;89668
2910503;2021;681650;46213;635437;91709;143774;226360;173593
2202901;2021;680693;69843;610850;165633;26744;286074;132400
4217600;2021;679481;55968;623513;34887;291543;221003;76081
4112801;2021;679170;72997;606173;78488;225893;241728;60064
2917607;2021;678165;69752;608413;69162;33849;298222;207180
3111804;2021;678012;77379;600633;203270;176493;160679;60190
3524501;2021;676808;95204;581604;32380;290063;221721;37441
2706901;2021;676106;50743;625363;91067;109974;190137;234185
2515302;2021;675778;60163;615616;53940;35406;251014;275256
3101706;2021;674900;48480;626420;24789;90793;311961;198876
5105580;2021;674579;43038;631540;385462;42610;131374;72094
4317707;2021;673944;32029;641915;432306;16959;130644;62006
2702405;2021;673800;43426;630374;42173;42217;281368;264616
3508603;2021;673632;36958;636675;19887;54497;405443;156848
4315503;2021;673420;44226;629193;277830;53166;206020;92178
5103601;2021;673329;26675;646653;495489;24297;70321;56546
2109502;2021;673241;24716;648524;415922;21629;119841;91133
2305001;2021;669209;37069;632140;252867;19745;181927;177601
3144508;2021;668882;21978;646904;69390;405211;125939;46363
4300109;2021;667873;70968;596905;201173;101413;195298;99022
3205010;2021;667529;71260;596269;108934;147047;173118;167170
3157005;2021;667409;62645;604765;27609;62043;317434;197679
4318408;2021;667010;52551;614459;102922;83039;295956;132542
3112604;2021;666601;47016;619586;279994;51324;207026;81241
2300754;2021;665472;38481;626991;54293;226018;147238;199442
4114302;2021;665070;71127;593943;90686;123106;240257;139893
2914000;2021;664915;54273;610643;73425;81506;238543;217169
4126306;2021;664822;61903;602920;175516;180898;155071;91435
1502707;2021;662825;55640;607185;143289;30254;232473;201168
3303005;2021;662192;60137;602055;22295;88400;236861;254499
4215505;2021;661992;63505;598487;70364;240232;192842;95049
3538600;2021;661696;73203;588492;34500;104962;329291;119740
5005608;2021;661176;51954;609222;147166;54701;208614;198741
3515152;2021;661053;84421;576633;48388;130542;301600;96103
3519105;2021;658010;92656;565354;73945;48279;379965;63165
3138807;2021;657025;61966;595059;160850;55348;287359;91501
2920502;2021;656427;38094;618333;61728;269457;189397;97751
5209952;2021;656300;48077;608223;253437;108499;167228;79059
3546306;2021;655974;51574;604400;59894;21538;380846;142123
